"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41th week, 2013",,,,,,"Data collected as of October 16, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
Chiba,6,0.03,97,,29,0.22,151,1.14,342,2.59,49,0.37,251,1.9,8,0.06,82,0.62,7,0.05,24,0.18,25,0.19,1,0.03,10,0.32,-,-,-,-,3,0.33,1,0.11
Tokyo,14,0.04,322,,96,0.37,302,1.18,896,3.49,169,0.66,384,1.49,28,0.11,179,0.7,-,-,73,0.28,50,0.19,-,-,10,0.28,-,-,3,0.12,4,0.16,2,0.08
Kanagawa,14,0.05,105,,34,0.17,128,0.65,606,3.06,88,0.44,246,1.24,20,0.1,126,0.64,2,0.01,36,0.18,47,0.24,-,-,47,1.09,-,-,-,-,-,-,1,0.1
Niigata,1,0.01,131,,9,0.15,78,1.28,95,1.56,66,1.08,225,3.69,9,0.15,27,0.44,2,0.03,44,0.72,6,0.1,-,-,2,0.2,-,-,1,0.08,10,0.83,3,0.25
Toyama,-,-,9,,5,0.17,41,1.41,116,4,37,1.28,92,3.17,9,0.31,13,0.45,1,0.03,13,0.45,4,0.14,-,-,-,-,-,-,-,-,6,1.2,-,-
Ishikawa,3,0.06,24,,7,0.24,20,0.69,82,2.83,22,0.76,36,1.24,2,0.07,14,0.48,-,-,6,0.21,6,0.21,-,-,3,0.43,-,-,-,-,1,0.2,-,-
Fukui,-,-,21,,1,0.05,49,2.23,90,4.09,19,0.86,48,2.18,-,-,18,0.82,-,-,3,0.14,33,1.5,-,-,-,-,-,-,-,-,-,-,-,-
Yamanashi,-,-,11,,1,0.04,26,1.08,49,2.04,6,0.25,35,1.46,-,-,10,0.42,-,-,7,0.29,5,0.21,-,-,-,-,-,-,-,-,1,0.1,-,-
Nagano,2,0.02,18,,2,0.04,81,1.5,165,3.06,23,0.43,142,2.63,-,-,23,0.43,-,-,28,0.52,-,-,-,-,9,0.82,-,-,1,0.09,3,0.27,-,-
Gifu,6,0.07,41,,10,0.19,16,0.3,98,1.85,21,0.4,58,1.09,-,-,23,0.43,-,-,7,0.13,9,0.17,1,0.09,3,0.27,-,-,-,-,2,0.4,-,-
Shizuoka,4,0.03,76,,20,0.22,69,0.78,259,2.91,21,0.24,142,1.6,1,0.01,43,0.48,-,-,34,0.38,8,0.09,-,-,6,0.27,-,-,5,0.5,12,1.2,2,0.2
Aichi,3,0.02,130,,39,0.22,91,0.5,422,2.33,83,0.46,200,1.1,2,0.01,113,0.62,-,-,30,0.17,56,0.31,-,-,5,0.15,-,-,1,0.08,5,0.38,1,0.08
Mie,-,-,21,,4,0.09,14,0.31,120,2.67,25,0.56,99,2.2,1,0.02,37,0.82,-,-,21,0.47,1,0.02,-,-,1,0.08,-,-,-,-,3,0.33,-,-
Shiga,-,-,16,,-,-,23,0.72,69,2.16,18,0.56,81,2.53,1,0.03,11,0.34,-,-,11,0.34,6,0.19,-,-,3,0.38,-,-,-,-,1,0.14,-,-
Kyoto,3,0.02,60,,12,0.16,44,0.59,171,2.31,48,0.65,111,1.5,-,-,29,0.39,2,0.03,15,0.2,6,0.08,-,-,11,0.65,-,-,1,0.14,-,-,-,-
Osaka,5,0.02,315,,55,0.28,249,1.25,633,3.18,117,0.59,196,0.98,4,0.02,118,0.59,1,0.01,48,0.24,24,0.12,-,-,13,0.25,-,-,1,0.06,2,0.12,-,-
Hyogo,29,0.15,213,,29,0.23,81,0.63,427,3.34,90,0.7,102,0.8,12,0.09,73,0.57,-,-,36,0.28,20,0.16,-,-,11,0.31,1,0.09,1,0.09,2,0.18,-,-
Nara,-,-,23,,5,0.15,13,0.38,74,2.18,21,0.62,28,0.82,1,0.03,12,0.35,-,-,1,0.03,4,0.12,-,-,2,0.22,-,-,-,-,-,-,-,-
Wakayama,12,0.24,48,,12,0.39,13,0.42,35,1.13,19,0.61,22,0.71,-,-,14,0.45,-,-,3,0.1,2,0.06,-,-,-,-,-,-,-,-,2,0.18,-,-
Tottori,-,-,39,,4,0.21,40,2.11,54,2.84,9,0.47,30,1.58,-,-,10,0.53,-,-,2,0.11,-,-,-,-,-,-,-,-,2,0.4,-,-,-,-
Shimane,2,0.05,32,,23,1,9,0.39,142,6.17,11,0.48,25,1.09,-,-,10,0.43,-,-,2,0.09,1,0.04,-,-,1,0.33,-,-,1,0.13,4,0.5,1,0.13
Okayama,-,-,44,,6,0.11,41,0.76,235,4.35,22,0.41,65,1.2,-,-,17,0.31,-,-,2,0.04,9,0.17,-,-,4,0.33,1,0.2,-,-,1,0.2,-,-
Hiroshima,-,-,67,,56,0.79,59,0.83,258,3.63,39,0.55,30,0.42,-,-,46,0.65,-,-,21,0.3,23,0.32,1,0.05,16,0.84,-,-,4,0.19,2,0.1,-,-
Yamaguchi,-,-,88,,14,0.3,66,1.4,164,3.49,25,0.53,37,0.79,-,-,27,0.57,2,0.04,12,0.26,6,0.13,-,-,1,0.11,-,-,-,-,-,-,-,-
Tokushima,2,0.05,79,,1,0.04,11,0.48,72,3.13,19,0.83,52,2.26,-,-,24,1.04,-,-,4,0.17,2,0.09,-,-,-,-,-,-,-,-,2,0.4,-,-
Kagawa,-,-,45,,4,0.13,12,0.4,60,2,12,0.4,30,1,1,0.03,15,0.5,-,-,7,0.23,-,-,-,-,1,0.33,-,-,-,-,2,0.4,-,-
Ehime,-,-,39,,5,0.14,52,1.41,142,3.84,21,0.57,65,1.76,-,-,33,0.89,-,-,11,0.3,8,0.22,-,-,6,0.75,-,-,-,-,1,0.17,-,-
Kochi,-,-,24,,4,0.13,11,0.37,34,1.13,12,0.4,61,2.03,5,0.17,8,0.27,1,0.03,3,0.1,38,1.27,-,-,-,-,-,-,-,-,-,-,-,-
Fukuoka,4,0.02,232,,60,0.5,176,1.47,575,4.79,66,0.55,131,1.09,1,0.01,135,1.13,3,0.03,17,0.14,96,0.8,-,-,17,0.65,-,-,2,0.15,1,0.08,-,-
Saga,-,-,30,,15,0.65,20,0.87,48,2.09,6,0.26,37,1.61,1,0.04,25,1.09,-,-,5,0.22,10,0.43,-,-,3,0.75,-,-,-,-,1,0.17,-,-
Nagasaki,1,0.01,96,,46,1.05,34,0.77,150,3.41,34,0.77,85,1.93,-,-,25,0.57,-,-,2,0.05,8,0.18,-,-,14,1.75,-,-,1,0.08,1,0.08,-,-
Kumamoto,-,-,121,,39,0.78,62,1.24,325,6.5,27,0.54,42,0.84,-,-,43,0.86,-,-,5,0.1,8,0.16,-,-,13,1.44,-,-,1,0.07,2,0.13,-,-
Oita,-,-,49,,36,1,27,0.75,243,6.75,29,0.81,23,0.64,1,0.03,28,0.78,-,-,10,0.28,15,0.42,-,-,-,-,-,-,-,-,3,0.27,-,-
Miyazaki,-,-,121,,72,2,24,0.67,308,8.56,29,0.81,101,2.81,1,0.03,53,1.47,1,0.03,16,0.44,4,0.11,-,-,16,2.67,-,-,-,-,-,-,-,-
Kagoshima,-,-,114,,49,0.89,66,1.2,237,4.31,56,1.02,272,4.95,-,-,23,0.42,-,-,20,0.36,7,0.13,-,-,3,0.43,-,-,-,-,-,-,-,-
Okinawa,55,0.95,5,,13,0.38,20,0.59,40,1.18,25,0.74,14,0.41,1,0.03,16,0.47,1,0.03,3,0.09,15,0.44,-,-,16,1.6,-,-,2,0.29,-,-,-,-
