"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47th week, 2012",,,,,,"Data collected as of November 28, 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
Kanagawa,46,0.14,86,,56,0.28,298,1.47,2739,13.49,233,1.15,126,0.62,9,0.04,125,0.62,2,0.01,11,0.05,54,0.27,1,0.02,53,1.18,2,0.22,-,-,6,0.67,-,-
Niigata,5,0.05,234,,30,0.5,173,2.88,403,6.72,121,2.02,50,0.83,4,0.07,33,0.55,4,0.07,8,0.13,17,0.28,-,-,6,0.6,-,-,-,-,8,0.62,7,0.54
Toyama,2,0.04,20,,7,0.24,70,2.41,573,19.76,59,2.03,7,0.24,4,0.14,7,0.24,-,-,2,0.07,4,0.14,-,-,1,0.14,-,-,-,-,8,1.6,-,-
Ishikawa,1,0.02,17,,7,0.24,65,2.24,447,15.41,32,1.1,21,0.72,1,0.03,13,0.45,-,-,-,-,9,0.31,-,-,1,0.14,-,-,-,-,9,1.8,-,-
Fukui,11,0.34,39,,4,0.18,45,2.05,513,23.32,39,1.77,13,0.59,-,-,18,0.82,-,-,-,-,10,0.45,-,-,3,1,-,-,-,-,3,0.5,-,-
Yamanashi,-,-,7,,6,0.25,25,1.04,182,7.58,28,1.17,13,0.54,-,-,8,0.33,-,-,-,-,1,0.04,-,-,1,0.11,-,-,-,-,2,0.2,1,0.1
Nagano,31,0.35,70,,2,0.04,94,1.71,687,12.49,115,2.09,7,0.13,4,0.07,18,0.33,-,-,1,0.02,3,0.05,-,-,11,1,-,-,-,-,23,2.09,-,-
Gifu,45,0.52,80,,13,0.25,44,0.83,573,10.81,38,0.72,1,0.02,6,0.11,15,0.28,-,-,2,0.04,29,0.55,-,-,1,0.09,-,-,-,-,11,2.2,-,-
Shizuoka,41,0.29,85,,14,0.16,124,1.39,1169,13.13,130,1.46,8,0.09,-,-,53,0.6,-,-,-,-,14,0.16,-,-,7,0.32,-,-,-,-,9,0.9,1,0.1
Aichi,40,0.21,202,,27,0.15,175,0.97,2390,13.2,167,0.92,4,0.02,10,0.06,88,0.49,6,0.03,1,0.01,52,0.29,-,-,10,0.29,-,-,-,-,20,1.43,-,-
Mie,2,0.03,54,,21,0.47,47,1.04,552,12.27,66,1.47,3,0.07,3,0.07,27,0.6,-,-,-,-,24,0.53,-,-,-,-,-,-,-,-,5,0.56,-,-
Shiga,7,0.13,43,,6,0.19,37,1.16,383,11.97,27,0.84,-,-,1,0.03,14,0.44,-,-,4,0.13,4,0.13,-,-,2,0.25,-,-,-,-,8,1.14,-,-
Kyoto,8,0.07,52,,8,0.11,83,1.14,1062,14.55,81,1.11,1,0.01,1,0.01,21,0.29,1,0.01,5,0.07,8,0.11,-,-,5,0.28,-,-,-,-,-,-,-,-
Osaka,40,0.13,236,,55,0.28,358,1.8,3370,16.93,221,1.11,24,0.12,4,0.02,96,0.48,4,0.02,10,0.05,34,0.17,-,-,8,0.15,-,-,1,0.06,10,0.59,1,0.06
Hyogo,8,0.04,126,,21,0.16,117,0.91,1932,14.98,169,1.31,3,0.02,6,0.05,51,0.4,-,-,1,0.01,10,0.08,-,-,4,0.11,-,-,2,0.18,11,1,1,0.09
Nara,-,-,26,,8,0.23,23,0.66,457,13.06,30,0.86,10,0.29,2,0.06,10,0.29,-,-,1,0.03,3,0.09,1,0.11,4,0.44,-,-,-,-,2,0.33,-,-
Wakayama,4,0.08,35,,2,0.06,30,0.97,310,10,44,1.42,1,0.03,-,-,12,0.39,-,-,-,-,3,0.1,1,0.25,2,0.5,-,-,-,-,10,0.91,-,-
Tottori,1,0.03,23,,1,0.05,41,2.16,75,3.95,21,1.11,2,0.11,-,-,8,0.42,-,-,5,0.26,1,0.05,-,-,-,-,-,-,-,-,6,1.2,-,-
Shimane,3,0.08,45,,6,0.26,11,0.48,168,7.3,23,1,-,-,-,-,15,0.65,-,-,3,0.13,4,0.17,-,-,-,-,-,-,-,-,9,1.13,-,-
Okayama,1,0.01,49,,6,0.11,32,0.59,897,16.61,94,1.74,10,0.19,2,0.04,30,0.56,-,-,5,0.09,9,0.17,-,-,5,0.42,-,-,-,-,2,0.4,-,-
Hiroshima,47,0.41,93,,27,0.38,102,1.42,718,9.97,110,1.53,1,0.01,1,0.01,39,0.54,2,0.03,-,-,17,0.24,-,-,5,0.26,-,-,1,0.05,4,0.19,-,-
Yamaguchi,-,-,80,,16,0.33,160,3.33,649,13.52,88,1.83,2,0.04,4,0.08,37,0.77,1,0.02,12,0.25,5,0.1,-,-,-,-,-,-,-,-,5,0.56,-,-
Tokushima,6,0.16,43,,6,0.26,45,1.96,250,10.87,71,3.09,2,0.09,3,0.13,23,1,1,0.04,-,-,2,0.09,-,-,-,-,-,-,-,-,2,0.4,-,-
Kagawa,1,0.02,110,,5,0.17,15,0.5,379,12.63,35,1.17,10,0.33,1,0.03,16,0.53,-,-,14,0.47,8,0.27,-,-,-,-,-,-,-,-,-,-,-,-
Ehime,4,0.07,90,,6,0.16,81,2.19,801,21.65,93,2.51,3,0.08,5,0.14,21,0.57,-,-,5,0.14,17,0.46,1,0.13,8,1,-,-,-,-,1,0.17,-,-
Kochi,3,0.06,21,,-,-,18,0.6,200,6.67,59,1.97,1,0.03,4,0.13,14,0.47,3,0.1,3,0.1,5,0.17,-,-,-,-,1,0.13,-,-,3,0.38,-,-
Fukuoka,23,0.12,48,,67,0.56,223,1.86,1993,16.61,205,1.71,37,0.31,1,0.01,94,0.78,14,0.12,5,0.04,75,0.63,-,-,12,0.46,-,-,-,-,1,0.07,-,-
Saga,149,3.82,15,,41,1.78,41,1.78,288,12.52,74,3.22,2,0.09,-,-,18,0.78,-,-,-,-,10,0.43,-,-,2,0.5,-,-,-,-,2,0.33,-,-
Nagasaki,2,0.03,65,,17,0.39,76,1.73,487,11.07,94,2.14,14,0.32,1,0.02,14,0.32,1,0.02,3,0.07,27,0.61,-,-,6,0.75,-,-,-,-,-,-,-,-
Kumamoto,-,-,23,,33,0.69,67,1.4,964,20.08,83,1.73,33,0.69,1,0.02,31,0.65,-,-,5,0.1,13,0.27,-,-,13,1.44,1,0.07,-,-,5,0.33,-,-
Oita,-,-,22,,11,0.31,68,1.89,769,21.36,56,1.56,16,0.44,3,0.08,16,0.44,1,0.03,4,0.11,63,1.75,-,-,1,0.2,-,-,1,0.09,8,0.73,-,-
Miyazaki,-,-,21,,62,1.72,93,2.58,1123,31.19,100,2.78,41,1.14,-,-,33,0.92,-,-,4,0.11,16,0.44,-,-,12,2,-,-,-,-,1,0.14,-,-
Kagoshima,4,0.04,9,,38,0.69,72,1.31,1493,27.15,77,1.4,82,1.49,3,0.05,20,0.36,-,-,3,0.05,31,0.56,-,-,10,1.43,-,-,-,-,9,0.75,-,-
Okinawa,167,2.88,4,,11,0.32,4,0.12,131,3.85,35,1.03,14,0.41,2,0.06,10,0.29,-,-,5,0.15,12,0.35,-,-,26,2.6,1,0.14,3,0.43,11,1.57,-,-
