"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"38th week, 2012",,,,,,"Data collected as of September 26, 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
Mie,2,0.03,30,,9,0.2,24,0.53,137,3.04,18,0.4,17,0.38,1,0.02,34,0.76,-,-,8,0.18,23,0.51,-,-,-,-,-,-,-,-,9,1,-,-
Shiga,1,0.02,14,,4,0.13,25,0.78,87,2.72,9,0.28,10,0.31,-,-,15,0.47,1,0.03,12,0.38,4,0.13,-,-,5,0.63,-,-,-,-,6,0.86,1,0.14
Kyoto,1,0.01,57,,13,0.18,32,0.43,139,1.88,32,0.43,17,0.23,1,0.01,31,0.42,-,-,21,0.28,11,0.15,-,-,16,0.89,-,-,-,-,-,-,-,-
Osaka,2,0.01,268,,62,0.31,205,1.03,604,3.04,104,0.52,36,0.18,5,0.03,92,0.46,7,0.04,67,0.34,56,0.28,-,-,17,0.33,-,-,-,-,17,1,-,-
Hyogo,2,0.01,53,,30,0.23,62,0.48,411,3.19,47,0.36,16,0.12,3,0.02,48,0.37,3,0.02,52,0.4,29,0.22,-,-,11,0.31,-,-,2,0.18,9,0.82,-,-
Nara,2,0.04,26,,5,0.14,10,0.29,60,1.71,8,0.23,10,0.29,2,0.06,15,0.43,-,-,2,0.06,6,0.17,-,-,2,0.22,-,-,-,-,5,0.83,-,-
Wakayama,-,-,25,,5,0.16,10,0.32,30,0.97,19,0.61,1,0.03,1,0.03,15,0.48,-,-,11,0.35,4,0.13,-,-,-,-,1,0.09,-,-,14,1.27,-,-
Tottori,-,-,8,,3,0.16,15,0.79,94,4.95,6,0.32,2,0.11,-,-,9,0.47,-,-,8,0.42,3,0.16,-,-,1,0.33,1,0.2,1,0.2,4,0.8,-,-
Shimane,1,0.03,34,,2,0.09,5,0.22,104,4.52,5,0.22,6,0.26,-,-,14,0.61,-,-,8,0.35,3,0.13,-,-,-,-,-,-,-,-,3,0.38,-,-
Okayama,2,0.02,25,,4,0.07,24,0.44,228,4.22,17,0.31,4,0.07,1,0.02,20,0.37,-,-,28,0.52,17,0.31,-,-,10,0.83,-,-,-,-,6,1.2,1,0.2
Hiroshima,-,-,138,,4,0.06,43,0.6,178,2.47,51,0.71,7,0.1,6,0.08,38,0.53,3,0.04,23,0.32,13,0.18,1,0.05,13,0.68,-,-,4,0.19,5,0.24,-,-
Yamaguchi,-,-,169,,8,0.17,71,1.48,163,3.4,14,0.29,4,0.08,3,0.06,22,0.46,-,-,26,0.54,13,0.27,-,-,6,0.67,-,-,1,0.11,8,0.89,-,-
Tokushima,-,-,11,,7,0.3,18,0.78,97,4.22,25,1.09,4,0.17,6,0.26,15,0.65,-,-,9,0.39,4,0.17,-,-,1,0.25,1,0.2,-,-,1,0.2,-,-
Kagawa,-,-,20,,2,0.07,9,0.3,139,4.63,19,0.63,19,0.63,-,-,16,0.53,-,-,21,0.7,3,0.1,-,-,1,0.33,1,0.2,-,-,2,0.4,-,-
Ehime,-,-,33,,5,0.14,13,0.35,105,2.84,15,0.41,14,0.38,5,0.14,30,0.81,2,0.05,27,0.73,11,0.3,-,-,5,0.63,-,-,-,-,4,0.67,-,-
Kochi,-,-,14,,2,0.07,14,0.47,43,1.43,18,0.6,2,0.07,6,0.2,9,0.3,3,0.1,24,0.8,8,0.27,-,-,2,0.67,-,-,2,0.25,6,0.75,-,-
Fukuoka,11,0.06,560,,44,0.37,76,0.63,439,3.66,50,0.42,27,0.23,-,-,103,0.86,3,0.03,38,0.32,52,0.43,-,-,10,0.38,-,-,-,-,4,0.27,-,-
Saga,-,-,102,,8,0.35,19,0.83,33,1.43,15,0.65,4,0.17,-,-,17,0.74,-,-,7,0.3,10,0.43,-,-,-,-,-,-,-,-,4,0.67,-,-
Nagasaki,9,0.13,49,,7,0.16,30,0.68,104,2.36,20,0.45,13,0.3,-,-,28,0.64,2,0.05,7,0.16,21,0.48,-,-,5,0.63,-,-,-,-,4,0.33,-,-
Kumamoto,-,-,124,,21,0.44,19,0.4,164,3.42,36,0.75,12,0.25,3,0.06,38,0.79,-,-,24,0.5,27,0.56,-,-,12,1.33,-,-,1,0.07,6,0.4,1,0.07
Oita,1,0.02,92,,5,0.14,17,0.47,177,4.92,23,0.64,15,0.42,1,0.03,26,0.72,4,0.11,22,0.61,28,0.78,-,-,3,0.6,-,-,-,-,12,1.09,1,0.09
Miyazaki,13,0.22,210,,28,0.78,35,0.97,147,4.08,22,0.61,136,3.78,1,0.03,31,0.86,-,-,35,0.97,18,0.5,-,-,9,1.5,-,-,1,0.14,2,0.29,-,-
Kagoshima,166,1.78,94,,32,0.58,40,0.73,187,3.4,16,0.29,37,0.67,3,0.05,30,0.55,-,-,26,0.47,21,0.38,-,-,7,1,-,-,-,-,2,0.17,-,-
Okinawa,588,10.32,33,,7,0.21,12,0.36,145,4.39,26,0.79,11,0.33,2,0.06,12,0.36,-,-,7,0.21,7,0.21,-,-,33,3.3,3,0.43,4,0.57,14,2,-,-
