"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50th week, 2012",,,,,,"Data collected as of December 19, 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
Hiroshima,197,1.71,76,,43,0.6,126,1.75,1623,22.54,165,2.29,2,0.03,3,0.04,28,0.39,6,0.08,2,0.03,26,0.36,1,0.05,5,0.26,1,0.05,-,-,4,0.19,-,-
Yamaguchi,58,0.84,98,,26,0.54,197,4.1,986,20.54,119,2.48,10,0.21,6,0.13,39,0.81,-,-,8,0.17,10,0.21,-,-,5,0.56,-,-,-,-,7,0.78,-,-
Tokushima,22,0.58,138,,3,0.13,23,1,498,21.65,54,2.35,-,-,4,0.17,18,0.78,-,-,1,0.04,5,0.22,-,-,-,-,-,-,-,-,1,0.2,-,-
Kagawa,2,0.04,69,,5,0.17,17,0.57,991,33.03,40,1.33,12,0.4,2,0.07,10,0.33,-,-,2,0.07,3,0.1,-,-,-,-,-,-,-,-,1,0.2,-,-
Ehime,30,0.49,103,,4,0.11,81,2.19,1101,29.76,113,3.05,4,0.11,8,0.22,23,0.62,-,-,7,0.19,12,0.32,-,-,9,1.13,-,-,-,-,4,0.67,-,-
Kochi,61,1.27,39,,2,0.07,34,1.13,526,17.53,91,3.03,-,-,5,0.17,8,0.27,1,0.03,-,-,5,0.17,-,-,1,0.33,-,-,-,-,13,1.63,1,0.13
Fukuoka,250,1.26,54,,128,1.07,246,2.05,1808,15.07,354,2.95,80,0.67,1,0.01,91,0.76,1,0.01,2,0.02,69,0.58,1,0.04,18,0.69,-,-,1,0.07,8,0.53,-,-
Saga,308,8.11,13,,19,0.86,45,2.05,290,13.18,49,2.23,3,0.14,-,-,19,0.86,-,-,-,-,7,0.32,-,-,-,-,-,-,-,-,7,1.17,-,-
Nagasaki,84,1.2,63,,16,0.36,87,1.98,849,19.3,117,2.66,12,0.27,1,0.02,27,0.61,-,-,2,0.05,32,0.73,-,-,5,0.63,-,-,1,0.08,-,-,1,0.08
Kumamoto,40,0.5,59,,39,0.81,66,1.38,1116,23.25,96,2,39,0.81,1,0.02,45,0.94,-,-,4,0.08,11,0.23,-,-,17,1.89,-,-,-,-,2,0.13,-,-
Oita,108,1.86,42,,13,0.36,81,2.25,1044,29,103,2.86,25,0.69,-,-,27,0.75,1,0.03,3,0.08,42,1.17,-,-,3,0.6,1,0.09,-,-,7,0.64,-,-
Miyazaki,35,0.59,20,,43,1.19,100,2.78,1069,29.69,161,4.47,17,0.47,1,0.03,34,0.94,-,-,1,0.03,19,0.53,-,-,15,2.5,-,-,-,-,3,0.43,-,-
Kagoshima,7,0.08,9,,30,0.55,128,2.33,1817,33.04,194,3.53,76,1.38,-,-,28,0.51,1,0.02,3,0.05,26,0.47,-,-,26,3.71,-,-,-,-,3,0.25,-,-
Okinawa,220,3.79,8,,6,0.18,25,0.74,200,5.88,62,1.82,25,0.74,3,0.09,13,0.38,-,-,3,0.09,8,0.24,-,-,31,3.1,-,-,1,0.14,7,1,-,-
