"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5th week, 2018",,,,,,"Data collected as of February 7, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Tochigi,3172,41.74,14,,3,0.06,43,0.9,123,2.56,12,0.25,6,0.13,7,0.15,15,0.31,-,-,3,0.06,-,-,21,1.75,-,-,-,-,1,0.14,-,-,-,-
Gunma,4800,54.55,17,,33,0.61,166,3.07,258,4.78,19,0.35,4,0.07,2,0.04,23,0.43,2,0.04,12,0.22,-,-,23,1.53,-,-,-,-,7,0.78,-,-,1,0.11
Saitama,17550,68.29,56,,39,0.24,600,3.68,921,5.65,58,0.36,7,0.04,15,0.09,51,0.31,1,0.01,10,0.06,-,-,25,0.61,-,-,-,-,-,-,-,-,1,0.1
Chiba,13691,63.98,30,,37,0.27,395,2.93,682,5.05,24,0.18,4,0.03,5,0.04,29,0.21,-,-,15,0.11,3,0.09,22,0.63,1,0.11,-,-,1,0.11,-,-,1,0.11
Tokyo,22090,53.23,83,,45,0.17,625,2.38,1518,5.77,71,0.27,20,0.08,26,0.1,76,0.29,3,0.01,19,0.07,-,-,9,0.24,1,0.04,1,0.04,-,-,1,0.04,3,0.12
Kanagawa,23076,66.31,43,,40,0.18,523,2.4,988,4.53,52,0.24,20,0.09,64,0.29,64,0.29,1,0,23,0.11,-,-,55,1.08,1,0.09,-,-,2,0.18,-,-,1,0.09
Niigata,5017,55.74,18,,48,0.84,156,2.74,209,3.67,12,0.21,8,0.14,13,0.23,26,0.46,1,0.02,19,0.33,-,-,12,1.2,-,-,-,-,1,0.08,-,-,-,-
Toyama,1960,40.83,16,,33,1.14,59,2.03,157,5.41,5,0.17,7,0.24,-,-,8,0.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ishikawa,2424,50.5,12,,33,1.14,151,5.21,150,5.17,8,0.28,7,0.24,5,0.17,11,0.38,-,-,2,0.07,-,-,4,0.57,-,-,-,-,4,0.8,-,-,-,-
Fukui,1689,52.78,8,,6,0.27,87,3.95,171,7.77,-,-,5,0.23,-,-,7,0.32,-,-,4,0.18,-,-,1,0.33,1,0.17,-,-,-,-,1,0.17,-,-
Yamanashi,2218,54.1,6,,1,0.04,47,1.96,128,5.33,5,0.21,5,0.21,-,-,-,-,-,-,2,0.08,-,-,4,0.44,-,-,-,-,2,0.2,-,-,-,-
Nagano,4419,50.79,24,,3,0.06,157,2.91,272,5.04,9,0.17,7,0.13,1,0.02,16,0.3,-,-,10,0.19,1,0.09,2,0.18,-,-,-,-,1,0.09,-,-,-,-
Gifu,3338,38.37,25,,13,0.25,71,1.34,179,3.38,4,0.08,12,0.23,1,0.02,13,0.25,-,-,14,0.26,-,-,6,0.55,-,-,-,-,1,0.2,-,-,1,0.2
Shizuoka,6681,48.06,19,,15,0.17,196,2.2,521,5.85,7,0.08,4,0.04,-,-,23,0.26,-,-,25,0.28,-,-,3,0.14,-,-,-,-,2,0.2,-,-,-,-
Aichi,12192,62.52,56,,39,0.21,358,1.97,846,4.65,31,0.17,18,0.1,9,0.05,38,0.21,1,0.01,27,0.15,-,-,20,0.57,-,-,-,-,4,0.27,-,-,3,0.2
Mie,4196,58.28,36,,17,0.38,79,1.76,236,5.24,15,0.33,4,0.09,1,0.02,15,0.33,2,0.04,5,0.11,-,-,2,0.17,1,0.11,-,-,2,0.22,-,-,-,-
Shiga,2300,44.23,6,,6,0.19,43,1.39,96,3.1,10,0.32,3,0.1,2,0.06,7,0.23,1,0.03,3,0.1,-,-,-,-,1,0.14,-,-,-,-,-,-,1,0.14
Kyoto,6121,48.58,13,,6,0.08,119,1.55,336,4.36,14,0.18,5,0.06,-,-,24,0.31,4,0.05,9,0.12,-,-,9,0.5,-,-,-,-,5,0.71,-,-,-,-
Osaka,13686,45.02,123,,25,0.13,367,1.85,948,4.79,48,0.24,6,0.03,12,0.06,47,0.24,6,0.03,18,0.09,-,-,19,0.37,-,-,-,-,-,-,1,0.06,3,0.18
Hyogo,9971,50.11,68,,52,0.4,194,1.5,733,5.68,28,0.22,10,0.08,4,0.03,40,0.31,3,0.02,13,0.1,1,0.03,18,0.51,2,0.14,4,0.29,1,0.07,1,0.07,3,0.21
Nara,2450,45.37,14,,4,0.12,67,1.97,159,4.68,8,0.24,3,0.09,2,0.06,9,0.26,-,-,3,0.09,-,-,1,0.1,-,-,-,-,2,0.33,-,-,1,0.17
Wakayama,2462,50.24,14,,9,0.3,29,0.97,121,4.03,8,0.27,-,-,1,0.03,9,0.3,-,-,5,0.17,1,0.25,2,0.5,-,-,-,-,1,0.09,-,-,1,0.09
Tottori,1174,40.48,3,,5,0.26,126,6.63,93,4.89,2,0.11,3,0.16,-,-,1,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shimane,1386,36.47,4,,11,0.48,95,4.13,123,5.35,3,0.13,14,0.61,-,-,4,0.17,1,0.04,5,0.22,-,-,1,0.33,-,-,-,-,-,-,-,-,1,0.13
Okayama,3588,42.71,12,,7,0.13,113,2.09,336,6.22,9,0.17,8,0.15,2,0.04,18,0.33,-,-,7,0.13,-,-,9,0.75,-,-,-,-,-,-,-,-,-,-
Hiroshima,4921,42.79,23,,25,0.35,143,1.99,469,6.51,18,0.25,16,0.22,1,0.01,13,0.18,1,0.01,1,0.01,-,-,13,0.68,1,0.05,-,-,-,-,-,-,5,0.24
Yamaguchi,4235,62.28,49,,24,0.5,116,2.42,257,5.35,15,0.31,6,0.13,-,-,16,0.33,-,-,5,0.1,-,-,13,1.44,-,-,1,0.11,-,-,-,-,1,0.11
Tokushima,1494,40.38,30,,6,0.26,35,1.52,103,4.48,2,0.09,2,0.09,3,0.13,8,0.35,-,-,2,0.09,-,-,1,0.25,-,-,-,-,-,-,-,-,-,-
Kagawa,1763,37.51,8,,15,0.54,47,1.68,149,5.32,7,0.25,-,-,-,-,12,0.43,1,0.04,6,0.21,1,0.2,3,0.6,-,-,-,-,2,0.4,-,-,-,-
Ehime,2982,48.89,16,,6,0.16,158,4.27,259,7,4,0.11,4,0.11,-,-,20,0.54,-,-,5,0.14,-,-,6,0.75,-,-,-,-,-,-,-,-,-,-
Kochi,3177,66.19,16,,3,0.1,50,1.67,92,3.07,10,0.33,7,0.23,1,0.03,9,0.3,-,-,-,-,-,-,1,0.33,-,-,-,-,-,-,-,-,1,0.13
Fukuoka,13852,69.96,76,,44,0.37,428,3.57,786,6.55,42,0.35,74,0.62,2,0.02,66,0.55,2,0.02,14,0.12,-,-,25,0.96,1,0.07,-,-,-,-,-,-,1,0.07
Saga,2321,59.51,12,,18,0.78,43,1.87,85,3.7,9,0.39,26,1.13,-,-,8,0.35,-,-,3,0.13,-,-,6,1.5,1,0.17,-,-,-,-,-,-,1,0.17
Nagasaki,3810,54.43,17,,6,0.14,113,2.57,197,4.48,30,0.68,46,1.05,-,-,10,0.23,1,0.02,2,0.05,1,0.13,3,0.38,-,-,-,-,-,-,-,-,-,-
Kumamoto,4405,55.06,27,,40,0.8,89,1.78,357,7.14,9,0.18,13,0.26,1,0.02,37,0.74,7,0.14,7,0.14,-,-,5,0.56,-,-,-,-,1,0.07,-,-,-,-
Oita,4471,77.09,22,,4,0.11,67,1.86,607,16.86,15,0.42,8,0.22,-,-,22,0.61,-,-,9,0.25,-,-,2,0.4,-,-,-,-,2,0.18,-,-,-,-
Miyazaki,3305,56.02,33,,22,0.61,63,1.75,369,10.25,7,0.19,18,0.5,3,0.08,25,0.69,1,0.03,14,0.39,-,-,13,2.17,-,-,-,-,-,-,-,-,-,-
Kagoshima,6009,64.61,60,,48,0.87,159,2.89,472,8.58,22,0.4,34,0.62,2,0.04,16,0.29,4,0.07,59,1.07,-,-,4,0.57,-,-,-,-,1,0.08,-,-,-,-
Okinawa,2584,45.33,9,,5,0.15,68,2,115,3.38,19,0.56,32,0.94,-,-,10,0.29,3,0.09,3,0.09,-,-,5,0.56,2,0.29,-,-,-,-,-,-,-,-
