"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13th week, 2013",,,,,,"Data collected as of Aplir 3, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
Fukui,326,10.19,7,,7,0.32,90,4.09,280,12.73,28,1.27,-,-,-,-,9,0.41,-,-,-,-,34,1.55,-,-,2,0.67,1,0.17,-,-,2,0.33,-,-
Yamanashi,230,5.75,2,,5,0.21,53,2.21,188,7.83,21,0.88,-,-,1,0.04,11,0.46,-,-,1,0.04,-,-,-,-,5,0.56,-,-,-,-,1,0.1,-,-
Nagano,374,4.3,10,,7,0.13,105,1.94,502,9.3,54,1,7,0.13,-,-,22,0.41,-,-,1,0.02,3,0.06,-,-,6,0.55,-,-,-,-,7,0.64,-,-
Gifu,856,9.84,4,,16,0.3,47,0.89,316,5.96,47,0.89,9,0.17,-,-,17,0.32,-,-,-,-,22,0.42,-,-,1,0.09,-,-,-,-,1,0.2,-,-
Shizuoka,711,5.12,30,,25,0.28,100,1.12,612,6.88,97,1.09,8,0.09,2,0.02,53,0.6,-,-,-,-,11,0.12,-,-,19,0.86,-,-,2,0.2,5,0.5,-,-
Aichi,2170,11.13,41,,37,0.2,138,0.76,1392,7.69,146,0.81,17,0.09,8,0.04,81,0.45,2,0.01,-,-,51,0.28,-,-,9,0.26,-,-,-,-,11,0.85,-,-
Mie,763,10.6,17,,18,0.4,50,1.11,448,9.96,49,1.09,4,0.09,2,0.04,22,0.49,-,-,-,-,17,0.38,-,-,3,0.25,1,0.11,-,-,1,0.11,-,-
Shiga,401,7.57,2,,8,0.25,41,1.28,210,6.56,36,1.13,8,0.25,-,-,13,0.41,-,-,1,0.03,5,0.16,-,-,-,-,-,-,-,-,2,0.29,-,-
Kyoto,573,4.7,7,,8,0.11,93,1.26,376,5.08,50,0.68,7,0.09,3,0.04,18,0.24,1,0.01,-,-,17,0.23,-,-,6,0.33,-,-,-,-,-,-,-,-
Osaka,1170,3.79,60,,44,0.22,268,1.34,1534,7.67,187,0.94,27,0.14,5,0.03,106,0.53,1,0.01,11,0.06,15,0.08,-,-,12,0.23,2,0.12,-,-,6,0.35,1,0.06
Hyogo,852,4.28,13,,51,0.4,116,0.9,1272,9.86,147,1.14,5,0.04,6,0.05,48,0.37,5,0.04,4,0.03,7,0.05,2,0.06,14,0.4,-,-,-,-,6,0.55,1,0.09
Nara,185,3.36,5,,12,0.34,19,0.54,228,6.51,23,0.66,-,-,1,0.03,11,0.31,-,-,-,-,1,0.03,-,-,-,-,-,-,-,-,1,0.17,-,-
Wakayama,324,6.48,6,,1,0.03,18,0.58,123,3.97,31,1,-,-,1,0.03,18,0.58,-,-,-,-,2,0.06,-,-,-,-,1,0.09,-,-,4,0.36,-,-
Tottori,220,7.59,5,,-,-,67,3.53,151,7.95,21,1.11,-,-,-,-,2,0.11,-,-,-,-,1,0.05,-,-,1,0.33,-,-,-,-,3,0.6,-,-
Shimane,269,7.08,6,,2,0.09,19,0.83,324,14.09,44,1.91,18,0.78,-,-,11,0.48,-,-,1,0.04,8,0.35,-,-,-,-,-,-,1,0.13,2,0.25,-,-
Okayama,472,5.62,7,,8,0.15,35,0.65,495,9.17,63,1.17,9,0.17,2,0.04,22,0.41,-,-,-,-,1,0.02,-,-,5,0.42,-,-,-,-,1,0.2,-,-
Hiroshima,854,7.43,28,,21,0.29,86,1.19,499,6.93,66,0.92,13,0.18,4,0.06,25,0.35,-,-,-,-,16,0.22,-,-,14,0.74,-,-,-,-,2,0.1,-,-
Yamaguchi,730,10.74,19,,8,0.17,156,3.32,434,9.23,122,2.6,7,0.15,2,0.04,34,0.72,-,-,4,0.09,6,0.13,-,-,2,0.22,-,-,-,-,2,0.22,-,-
Tokushima,228,6,1,,2,0.09,22,0.96,200,8.7,14,0.61,-,-,1,0.04,11,0.48,1,0.04,-,-,6,0.26,-,-,-,-,-,-,-,-,-,-,-,-
Kagawa,102,2.08,2,,13,0.43,43,1.43,244,8.13,49,1.63,1,0.03,-,-,16,0.53,-,-,-,-,3,0.1,1,0.33,2,0.67,-,-,-,-,-,-,-,-
Ehime,273,4.48,8,,5,0.14,50,1.35,360,9.73,52,1.41,1,0.03,4,0.11,28,0.76,1,0.03,-,-,11,0.3,1,0.13,9,1.13,-,-,-,-,1,0.17,-,-
Kochi,203,4.23,12,,2,0.07,17,0.57,193,6.43,26,0.87,1,0.03,3,0.1,11,0.37,2,0.07,-,-,2,0.07,-,-,-,-,1,0.13,-,-,5,0.63,-,-
Fukuoka,1099,5.55,89,,87,0.73,242,2.02,1359,11.33,248,2.07,124,1.03,-,-,81,0.68,4,0.03,3,0.03,54,0.45,-,-,8,0.31,-,-,1,0.07,-,-,-,-
Saga,171,4.38,7,,19,0.83,25,1.09,164,7.13,56,2.43,10,0.43,1,0.04,18,0.78,-,-,6,0.26,22,0.96,-,-,-,-,-,-,-,-,8,1.33,-,-
Nagasaki,243,3.47,5,,23,0.52,37,0.84,228,5.18,51,1.16,12,0.27,-,-,26,0.59,2,0.05,23,0.52,22,0.5,4,0.5,6,0.75,-,-,-,-,4,0.33,-,-
Kumamoto,569,7.11,17,,14,0.28,66,1.32,526,10.52,104,2.08,5,0.1,5,0.1,40,0.8,-,-,3,0.06,6,0.12,-,-,9,1,-,-,1,0.07,1,0.07,-,-
Oita,222,3.83,11,,27,0.75,41,1.14,565,15.69,82,2.28,8,0.22,2,0.06,15,0.42,3,0.08,2,0.06,14,0.39,-,-,-,-,-,-,-,-,8,0.73,-,-
Miyazaki,680,11.53,37,,28,0.78,89,2.47,361,10.03,128,3.56,3,0.08,1,0.03,36,1,-,-,1,0.03,12,0.33,-,-,9,1.5,1,0.14,-,-,2,0.29,-,-
Kagoshima,873,9.39,54,,25,0.45,59,1.07,495,9,120,2.18,7,0.13,1,0.02,35,0.64,-,-,2,0.04,19,0.35,-,-,10,1.43,-,-,-,-,4,0.33,-,-
Okinawa,235,4.05,32,,6,0.18,21,0.62,76,2.24,59,1.74,46,1.35,1,0.03,13,0.38,-,-,3,0.09,8,0.24,1,0.1,15,1.5,1,0.14,-,-,8,1.14,1,0.14
