"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"37th week, 2012",,,,,,"Data collected as of September 19, 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
Tochigi,1,0.01,46,,11,0.23,39,0.81,58,1.21,18,0.38,49,1.02,6,0.13,34,0.71,3,0.06,9,0.19,19,0.4,-,-,11,0.92,-,-,1,0.14,37,5.29,3,0.43
Gunma,14,0.14,31,,23,0.38,44,0.73,241,4.02,23,0.38,38,0.63,1,0.02,47,0.78,1,0.02,32,0.53,33,0.55,-,-,13,0.93,-,-,-,-,34,4.25,1,0.13
Saitama,-,-,103,,45,0.3,141,0.93,557,3.66,52,0.34,111,0.73,16,0.11,120,0.79,3,0.02,106,0.7,58,0.38,1,0.02,19,0.45,-,-,1,0.11,28,3.11,1,0.11
Chiba,2,0.01,108,,23,0.19,145,1.18,340,2.76,52,0.42,97,0.79,8,0.07,100,0.81,4,0.03,61,0.5,49,0.4,1,0.03,18,0.56,-,-,1,0.11,11,1.22,2,0.22
Tokyo,43,0.11,358,,194,0.76,270,1.05,961,3.75,82,0.32,132,0.52,20,0.08,243,0.95,5,0.02,227,0.89,75,0.29,-,-,24,0.65,1,0.05,2,0.09,25,1.14,-,-
Kanagawa,25,0.08,70,,82,0.41,111,0.56,564,2.83,95,0.48,159,0.8,19,0.1,158,0.79,-,-,158,0.79,60,0.3,-,-,33,0.75,-,-,5,0.56,6,0.67,1,0.11
Niigata,-,-,42,,40,0.67,54,0.9,76,1.27,21,0.35,168,2.8,4,0.07,40,0.67,5,0.08,196,3.27,33,0.55,-,-,2,0.2,-,-,-,-,16,1.33,6,0.5
Toyama,-,-,29,,5,0.17,51,1.76,103,3.55,15,0.52,21,0.72,1,0.03,13,0.45,2,0.07,55,1.9,2,0.07,-,-,-,-,1,0.2,-,-,4,0.8,-,-
Ishikawa,-,-,53,,5,0.17,24,0.83,74,2.55,9,0.31,62,2.14,2,0.07,17,0.59,2,0.07,13,0.45,8,0.28,-,-,1,0.14,-,-,-,-,6,1.2,-,-
Fukui,-,-,41,,10,0.45,32,1.45,92,4.18,3,0.14,41,1.86,-,-,20,0.91,-,-,13,0.59,11,0.5,-,-,2,0.67,-,-,-,-,4,0.67,-,-
Yamanashi,-,-,1,,3,0.13,29,1.21,55,2.29,10,0.42,6,0.25,-,-,10,0.42,-,-,13,0.54,6,0.25,-,-,2,0.22,-,-,-,-,11,1.1,-,-
Nagano,1,0.01,4,,9,0.16,67,1.22,154,2.8,16,0.29,44,0.8,3,0.05,24,0.44,2,0.04,85,1.55,11,0.2,-,-,5,0.45,-,-,-,-,15,1.36,-,-
Gifu,10,0.11,14,,34,0.64,14,0.26,142,2.68,8,0.15,11,0.21,10,0.19,27,0.51,5,0.09,21,0.4,51,0.96,-,-,6,0.55,-,-,3,0.6,18,3.6,-,-
Shizuoka,3,0.02,90,,42,0.47,68,0.76,390,4.38,40,0.45,34,0.38,1,0.01,75,0.84,-,-,58,0.65,28,0.31,-,-,10,0.45,-,-,3,0.33,7,0.78,-,-
Aichi,2,0.01,49,,70,0.39,98,0.55,566,3.16,66,0.37,55,0.31,17,0.09,123,0.69,7,0.04,66,0.37,118,0.66,-,-,26,0.76,-,-,2,0.14,53,3.79,-,-
Mie,-,-,22,,14,0.31,19,0.42,172,3.82,21,0.47,31,0.69,3,0.07,33,0.73,1,0.02,19,0.42,47,1.04,-,-,4,0.33,-,-,-,-,2,0.22,-,-
Shiga,2,0.04,12,,19,0.59,38,1.19,90,2.81,12,0.38,11,0.34,3,0.09,22,0.69,2,0.06,25,0.78,8,0.25,-,-,3,0.38,-,-,-,-,3,0.43,-,-
Kyoto,-,-,57,,10,0.13,51,0.68,219,2.92,22,0.29,17,0.23,2,0.03,31,0.41,-,-,27,0.36,15,0.2,-,-,11,0.61,-,-,-,-,1,0.17,-,-
Osaka,6,0.02,225,,76,0.38,275,1.38,664,3.34,108,0.54,41,0.21,7,0.04,128,0.64,7,0.04,150,0.75,38,0.19,1,0.02,8,0.15,-,-,2,0.12,14,0.82,-,-
Hyogo,7,0.04,56,,39,0.3,72,0.56,466,3.61,75,0.58,16,0.12,8,0.06,100,0.78,3,0.02,116,0.9,32,0.25,-,-,9,0.26,-,-,3,0.27,12,1.09,-,-
Nara,1,0.03,22,,17,0.49,12,0.34,68,1.94,8,0.23,11,0.31,1,0.03,17,0.49,1,0.03,9,0.26,7,0.2,-,-,1,0.11,-,-,2,0.33,1,0.17,-,-
Wakayama,-,-,7,,2,0.06,14,0.45,45,1.45,13,0.42,9,0.29,1,0.03,18,0.58,1,0.03,18,0.58,11,0.35,-,-,-,-,-,-,1,0.09,13,1.18,-,-
Tottori,-,-,5,,1,0.05,29,1.53,79,4.16,13,0.68,-,-,1,0.05,17,0.89,-,-,9,0.47,4,0.21,-,-,6,2,-,-,-,-,4,0.8,-,-
Shimane,-,-,18,,8,0.35,9,0.39,183,7.96,17,0.74,3,0.13,1,0.04,16,0.7,-,-,21,0.91,8,0.35,-,-,-,-,-,-,1,0.13,4,0.5,-,-
Okayama,3,0.04,25,,3,0.06,25,0.46,216,4,28,0.52,8,0.15,3,0.06,34,0.63,4,0.07,45,0.83,17,0.31,-,-,3,0.25,-,-,1,0.2,5,1,-,-
Hiroshima,1,0.01,155,,17,0.24,80,1.11,237,3.29,30,0.42,11,0.15,3,0.04,37,0.51,6,0.08,18,0.25,24,0.33,-,-,10,0.53,-,-,2,0.1,10,0.48,-,-
Yamaguchi,-,-,151,,8,0.17,94,1.96,187,3.9,23,0.48,14,0.29,10,0.21,48,1,2,0.04,50,1.04,10,0.21,-,-,3,0.33,-,-,-,-,4,0.44,-,-
Tokushima,-,-,12,,4,0.17,13,0.57,99,4.3,19,0.83,6,0.26,7,0.3,21,0.91,1,0.04,26,1.13,4,0.17,-,-,2,0.5,-,-,1,0.2,-,-,-,-
Kagawa,-,-,19,,3,0.1,9,0.3,128,4.27,19,0.63,17,0.57,2,0.07,15,0.5,1,0.03,34,1.13,7,0.23,-,-,1,0.33,-,-,-,-,1,0.2,-,-
Ehime,-,-,58,,10,0.27,41,1.11,148,4,24,0.65,13,0.35,9,0.24,36,0.97,-,-,30,0.81,14,0.38,-,-,5,0.63,1,0.17,-,-,3,0.5,-,-
Kochi,-,-,16,,8,0.27,20,0.67,45,1.5,24,0.8,4,0.13,6,0.2,15,0.5,2,0.07,27,0.9,13,0.43,-,-,2,0.67,-,-,1,0.13,5,0.63,2,0.25
Fukuoka,15,0.08,643,,55,0.46,84,0.7,562,4.68,66,0.55,22,0.18,1,0.01,94,0.78,5,0.04,60,0.5,71,0.59,-,-,25,0.96,-,-,-,-,-,-,-,-
Saga,-,-,89,,18,0.78,11,0.48,42,1.83,12,0.52,4,0.17,-,-,13,0.57,-,-,9,0.39,34,1.48,-,-,1,0.25,-,-,1,0.17,1,0.17,-,-
Nagasaki,29,0.41,60,,11,0.25,30,0.68,97,2.2,44,1,10,0.23,-,-,33,0.75,1,0.02,17,0.39,14,0.32,-,-,4,0.5,-,-,2,0.17,6,0.5,-,-
Kumamoto,1,0.01,128,,43,0.9,20,0.42,201,4.19,19,0.4,18,0.38,3,0.06,45,0.94,1,0.02,39,0.81,25,0.52,-,-,21,2.33,-,-,-,-,2,0.13,-,-
Oita,3,0.05,94,,11,0.31,52,1.44,267,7.42,16,0.44,22,0.61,-,-,43,1.19,5,0.14,27,0.75,68,1.89,-,-,2,0.4,-,-,-,-,7,0.64,-,-
Miyazaki,24,0.41,353,,46,1.28,67,1.86,185,5.14,33,0.92,169,4.69,2,0.06,38,1.06,1,0.03,65,1.81,20,0.56,-,-,11,1.83,-,-,-,-,4,0.57,-,-
Kagoshima,196,2.11,116,,49,0.89,39,0.71,218,3.96,25,0.45,42,0.76,3,0.05,29,0.53,-,-,55,1,27,0.49,-,-,13,1.86,-,-,-,-,6,0.5,-,-
Okinawa,719,12.4,17,,11,0.32,11,0.32,117,3.44,16,0.47,26,0.76,3,0.09,20,0.59,1,0.03,9,0.26,12,0.35,-,-,58,5.8,1,0.14,-,-,8,1.14,-,-
