"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9th week, 2013",,,,,,"Data collected as of March 6, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
Okayama,1206,14.36,7,,8,0.15,55,1.02,499,9.24,49,0.91,5,0.09,1,0.02,17,0.31,1,0.02,-,-,12,0.22,-,-,4,0.33,-,-,-,-,2,0.4,-,-
Hiroshima,2866,24.92,41,,20,0.28,114,1.58,618,8.58,68,0.94,8,0.11,-,-,26,0.36,2,0.03,-,-,13,0.18,-,-,9,0.47,-,-,-,-,1,0.05,-,-
Yamaguchi,1386,20.09,41,,8,0.17,126,2.63,460,9.58,89,1.85,-,-,2,0.04,29,0.6,-,-,3,0.06,7,0.15,-,-,2,0.22,-,-,-,-,1,0.11,-,-
Tokushima,828,21.79,24,,7,0.3,36,1.57,248,10.78,24,1.04,-,-,-,-,10,0.43,-,-,-,-,10,0.43,-,-,1,0.25,-,-,-,-,3,0.6,-,-
Kagawa,762,15.55,8,,5,0.17,32,1.07,285,9.5,38,1.27,1,0.03,5,0.17,24,0.8,-,-,3,0.1,5,0.17,-,-,-,-,1,0.2,-,-,2,0.4,-,-
Ehime,985,16.15,22,,3,0.08,85,2.3,391,10.57,57,1.54,1,0.03,1,0.03,29,0.78,-,-,-,-,9,0.24,-,-,10,1.25,-,-,-,-,1,0.17,-,-
Kochi,1210,25.21,35,,-,-,41,1.37,274,9.13,30,1,6,0.2,2,0.07,10,0.33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,0.5,-,-
Fukuoka,2388,12.06,104,,84,0.7,339,2.83,1697,14.14,235,1.96,164,1.37,2,0.02,93,0.78,1,0.01,6,0.05,73,0.61,-,-,11,0.42,-,-,-,-,1,0.07,-,-
Saga,270,7.11,3,,18,0.82,47,2.14,172,7.82,44,2,1,0.05,1,0.05,13,0.59,-,-,5,0.23,8,0.36,-,-,-,-,-,-,-,-,3,0.5,-,-
Nagasaki,1005,14.36,18,,24,0.55,45,1.02,448,10.18,56,1.27,2,0.05,-,-,27,0.61,-,-,15,0.34,28,0.64,1,0.13,2,0.25,-,-,-,-,3,0.25,-,-
Kumamoto,1041,13.01,28,,18,0.36,112,2.24,840,16.8,109,2.18,12,0.24,7,0.14,29,0.58,-,-,1,0.02,5,0.1,-,-,15,1.67,1,0.07,-,-,1,0.07,-,-
Oita,642,11.07,36,,21,0.58,42,1.17,507,14.08,59,1.64,16,0.44,3,0.08,32,0.89,1,0.03,2,0.06,19,0.53,-,-,2,0.4,1,0.09,-,-,8,0.73,-,-
Miyazaki,1113,18.86,61,,33,0.92,106,2.94,582,16.17,125,3.47,4,0.11,1,0.03,39,1.08,-,-,6,0.17,12,0.33,-,-,10,1.67,-,-,-,-,1,0.14,-,-
Kagoshima,2215,23.82,76,,24,0.44,119,2.16,742,13.49,128,2.33,6,0.11,2,0.04,20,0.36,-,-,1,0.02,14,0.25,-,-,15,2.14,-,-,-,-,11,0.92,-,-
Okinawa,655,11.29,33,,4,0.12,35,1.03,105,3.09,101,2.97,25,0.74,2,0.06,9,0.26,-,-,-,-,14,0.41,5,0.5,17,1.7,1,0.14,1,0.14,5,0.71,-,-
