"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7th week, 2018",,,,,,"Data collected as of February 21, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Kagawa,11311,240.66,90,3.21,59,2.11,380,13.57,1080,38.57,39,1.39,33,1.18,1,0.04,64,2.29,11,0.39,24,0.86,1,0.2,21,4.2,1,0.2,-,-,10,2,-,-,2,0.4
Ehime,17354,284.49,116,3.14,26,0.7,891,24.08,1722,46.54,49,1.32,25,0.68,3,0.08,113,3.05,4,0.11,74,2,-,-,76,9.5,-,-,-,-,21,3.5,-,-,1,0.17
Kochi,16700,347.92,85,2.83,26,0.87,304,10.13,630,21,39,1.3,83,2.77,7,0.23,52,1.73,2,0.07,2,0.07,-,-,4,1.33,1,0.13,1,0.13,13,1.63,4,0.5,2,0.25
Fukuoka,77823,393.05,478,3.98,279,2.33,2683,22.36,5150,42.92,368,3.07,350,2.92,28,0.23,403,3.36,16,0.13,170,1.42,1,0.04,155,5.96,3,0.2,2,0.13,21,1.4,-,-,3,0.2
Saga,12788,327.9,89,3.87,94,4.09,266,11.57,635,27.61,42,1.83,124,5.39,4,0.17,97,4.22,1,0.04,8,0.35,-,-,26,6.5,2,0.33,1,0.17,3,0.5,-,-,4,0.67
Nagasaki,22399,319.99,78,1.77,55,1.25,769,17.48,1191,27.07,112,2.55,349,7.93,5,0.11,99,2.25,5,0.11,14,0.32,2,0.25,17,2.13,-,-,1,0.08,10,0.83,-,-,4,0.33
Kumamoto,25374,317.18,117,2.34,195,3.9,401,8.02,2305,46.1,90,1.8,106,2.12,4,0.08,200,4,27,0.54,32,0.64,-,-,74,8.22,2,0.13,3,0.2,11,0.73,-,-,-,-
Oita,23349,402.57,110,3.06,46,1.28,466,12.94,3887,107.97,120,3.33,76,2.11,3,0.08,114,3.17,3,0.08,89,2.47,-,-,26,5.2,1,0.09,-,-,9,0.82,-,-,9,0.82
Miyazaki,22932,388.68,217,6.03,133,3.69,360,10,2310,64.17,76,2.11,136,3.78,10,0.28,148,4.11,9,0.25,157,4.36,-,-,91,15.17,-,-,-,-,2,0.29,-,-,25,3.57
Kagoshima,34476,370.71,300,5.45,321,5.84,935,17,3116,56.65,172,3.13,237,4.31,7,0.13,111,2.02,14,0.25,324,5.89,-,-,31,4.43,-,-,1,0.08,3,0.25,-,-,1,0.08
Okinawa,19815,347.63,87,2.56,41,1.21,371,10.91,710,20.88,125,3.68,150,4.41,3,0.09,64,1.88,8,0.24,22,0.65,1,0.11,73,8.11,5,0.71,12,1.71,4,0.57,-,-,3,0.43
