"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33th week, 2013",,,,,,"Data collected as of August 21, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
Hyogo,-,-,27,,28,0.22,44,0.34,316,2.47,57,0.45,687,5.37,2,0.02,48,0.38,1,0.01,300,2.34,11,0.09,1,0.03,26,0.74,1,0.09,1,0.09,2,0.18,-,-
Nara,-,-,4,,11,0.32,7,0.21,48,1.41,15,0.44,126,3.71,-,-,10,0.29,-,-,36,1.06,7,0.21,-,-,1,0.11,-,-,-,-,-,-,-,-
Wakayama,-,-,7,,5,0.16,4,0.13,37,1.19,22,0.71,170,5.48,4,0.13,13,0.42,-,-,98,3.16,4,0.13,-,-,-,-,-,-,-,-,6,0.55,-,-
Tottori,1,0.03,7,,15,0.79,19,1,44,2.32,13,0.68,84,4.42,-,-,6,0.32,-,-,27,1.42,-,-,-,-,1,0.33,-,-,-,-,-,-,-,-
Shimane,-,-,17,,10,0.43,4,0.17,137,5.96,6,0.26,127,5.52,1,0.04,6,0.26,-,-,47,2.04,2,0.09,-,-,-,-,1,0.13,3,0.38,2,0.25,-,-
Okayama,1,0.01,11,,9,0.17,15,0.28,206,3.81,36,0.67,218,4.04,2,0.04,32,0.59,-,-,77,1.43,4,0.07,-,-,1,0.08,-,-,1,0.2,4,0.8,-,-
Hiroshima,-,-,51,,64,0.9,59,0.83,187,2.63,22,0.31,220,3.1,-,-,32,0.45,1,0.01,48,0.68,12,0.17,-,-,10,0.53,-,-,6,0.29,2,0.1,-,-
Yamaguchi,-,-,49,,7,0.16,33,0.73,123,2.73,18,0.4,129,2.87,2,0.04,33,0.73,-,-,46,1.02,6,0.13,-,-,1,0.11,1,0.11,-,-,3,0.33,-,-
Tokushima,-,-,10,,2,0.09,11,0.48,123,5.35,20,0.87,118,5.13,1,0.04,24,1.04,-,-,65,2.83,-,-,-,-,-,-,-,-,1,0.2,-,-,-,-
Kagawa,-,-,2,,11,0.38,6,0.21,82,2.83,17,0.59,213,7.34,-,-,17,0.59,-,-,82,2.83,2,0.07,-,-,1,0.33,-,-,-,-,-,-,-,-
Ehime,-,-,34,,3,0.08,7,0.19,109,2.95,19,0.51,241,6.51,-,-,28,0.76,-,-,45,1.22,7,0.19,-,-,10,1.25,-,-,1,0.17,1,0.17,-,-
Kochi,-,-,5,,7,0.23,13,0.43,54,1.8,21,0.7,195,6.5,-,-,17,0.57,-,-,154,5.13,19,0.63,-,-,2,0.67,-,-,-,-,4,0.5,-,-
Fukuoka,5,0.03,138,,80,0.67,68,0.57,370,3.08,69,0.58,204,1.7,1,0.01,59,0.49,3,0.03,97,0.81,70,0.58,-,-,21,0.81,1,0.08,3,0.23,3,0.23,-,-
Saga,-,-,16,,38,1.65,19,0.83,16,0.7,9,0.39,40,1.74,-,-,15,0.65,1,0.04,9,0.39,9,0.39,-,-,3,0.75,-,-,-,-,10,1.67,-,-
Nagasaki,2,0.03,31,,22,0.5,7,0.16,91,2.07,37,0.84,117,2.66,-,-,16,0.36,-,-,13,0.3,10,0.23,1,0.13,8,1,-,-,1,0.08,4,0.33,-,-
Kumamoto,1,0.01,19,,30,0.6,32,0.64,145,2.9,38,0.76,80,1.6,-,-,35,0.7,1,0.02,66,1.32,5,0.1,-,-,12,1.33,1,0.07,3,0.2,-,-,-,-
Oita,-,-,2,,83,2.31,23,0.64,268,7.44,29,0.81,83,2.31,-,-,28,0.78,-,-,70,1.94,15,0.42,-,-,3,0.6,1,0.09,-,-,2,0.18,-,-
Miyazaki,-,-,52,,78,2.17,34,0.94,175,4.86,16,0.44,155,4.31,2,0.06,41,1.14,-,-,94,2.61,6,0.17,-,-,45,7.5,-,-,-,-,-,-,-,-
Kagoshima,-,-,85,,79,1.44,51,0.93,220,4,33,0.6,289,5.25,1,0.02,40,0.73,-,-,106,1.93,11,0.2,-,-,5,0.71,2,0.17,1,0.08,-,-,-,-
Okinawa,47,0.81,24,,39,1.15,11,0.32,80,2.35,29,0.85,40,1.18,1,0.03,16,0.47,1,0.03,29,0.85,5,0.15,1,0.1,36,3.6,1,0.14,4,0.57,7,1,-,-
