"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"29th week, 2013",,,,,,"Data collected as of July 24, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
Tochigi,-,-,1,,15,0.31,50,1.04,47,0.98,32,0.67,381,7.94,1,0.02,35,0.73,-,-,103,2.15,17,0.35,-,-,9,0.75,-,-,2,0.29,3,0.43,4,0.57
Gunma,-,-,-,,20,0.33,50,0.83,199,3.32,34,0.57,263,4.38,-,-,31,0.52,-,-,281,4.68,14,0.23,-,-,9,0.64,1,0.13,1,0.13,1,0.13,-,-
Saitama,1,0,17,,116,0.73,203,1.28,588,3.7,140,0.88,2972,18.69,10,0.06,113,0.71,1,0.01,502,3.16,65,0.41,2,0.05,27,0.66,-,-,-,-,6,0.6,-,-
Chiba,8,0.04,21,,79,0.59,207,1.56,347,2.61,97,0.73,1536,11.55,11,0.08,72,0.54,5,0.04,326,2.45,28,0.21,-,-,15,0.47,-,-,3,0.33,2,0.22,-,-
Tokyo,11,0.03,53,,188,0.72,339,1.29,837,3.19,164,0.63,3593,13.71,38,0.15,203,0.77,1,0,1077,4.11,63,0.24,-,-,19,0.49,2,0.08,4,0.16,8,0.32,2,0.08
Kanagawa,-,-,19,,76,0.37,189,0.92,578,2.82,174,0.85,2065,10.07,17,0.08,134,0.65,2,0.01,774,3.78,63,0.31,1,0.03,45,1.13,-,-,1,0.1,2,0.2,1,0.1
Niigata,-,-,5,,38,0.62,72,1.18,153,2.51,35,0.57,491,8.05,22,0.36,32,0.52,4,0.07,202,3.31,6,0.1,1,0.1,3,0.3,-,-,-,-,3,0.23,2,0.15
Toyama,-,-,1,,3,0.1,49,1.69,92,3.17,18,0.62,221,7.62,13,0.45,9,0.31,-,-,109,3.76,4,0.14,-,-,-,-,-,-,-,-,4,0.8,-,-
Ishikawa,-,-,-,,9,0.31,33,1.14,59,2.03,16,0.55,95,3.28,-,-,18,0.62,-,-,133,4.59,4,0.14,-,-,1,0.14,-,-,-,-,5,1,-,-
Fukui,-,-,5,,9,0.41,47,2.14,118,5.36,14,0.64,126,5.73,1,0.05,15,0.68,-,-,63,2.86,18,0.82,-,-,1,0.33,-,-,-,-,-,-,-,-
Yamanashi,-,-,1,,2,0.08,33,1.38,44,1.83,9,0.38,288,12,-,-,4,0.17,-,-,19,0.79,6,0.25,-,-,-,-,-,-,-,-,-,-,-,-
Nagano,-,-,-,,15,0.28,86,1.59,173,3.2,49,0.91,152,2.81,3,0.06,21,0.39,-,-,60,1.11,4,0.07,-,-,2,0.18,-,-,1,0.09,8,0.73,-,-
Gifu,2,0.02,3,,15,0.28,33,0.62,121,2.28,32,0.6,187,3.53,-,-,23,0.43,-,-,187,3.53,23,0.43,-,-,1,0.09,-,-,1,0.2,2,0.4,-,-
Shizuoka,1,0.01,7,,47,0.53,91,1.02,328,3.69,24,0.27,835,9.38,3,0.03,57,0.64,2,0.02,102,1.15,16,0.18,-,-,4,0.18,-,-,1,0.1,13,1.3,-,-
Aichi,1,0.01,28,,71,0.39,125,0.69,589,3.25,125,0.69,1498,8.28,8,0.04,133,0.73,2,0.01,390,2.15,49,0.27,-,-,11,0.32,-,-,-,-,13,1,-,-
Mie,1,0.01,14,,26,0.58,20,0.44,145,3.22,42,0.93,439,9.76,-,-,34,0.76,-,-,128,2.84,8,0.18,-,-,4,0.33,-,-,1,0.11,1,0.11,-,-
Shiga,-,-,-,,18,0.56,15,0.47,86,2.69,29,0.91,144,4.5,-,-,18,0.56,-,-,142,4.44,6,0.19,-,-,3,0.38,-,-,-,-,6,0.86,-,-
Kyoto,-,-,3,,27,0.38,43,0.6,172,2.39,42,0.58,221,3.07,1,0.01,25,0.35,-,-,175,2.43,3,0.04,-,-,8,0.47,-,-,-,-,-,-,-,-
Osaka,6,0.02,40,,95,0.48,265,1.34,671,3.39,128,0.65,1589,8.03,12,0.06,104,0.53,5,0.03,865,4.37,37,0.19,-,-,16,0.31,1,0.06,3,0.18,3,0.18,-,-
Hyogo,3,0.02,13,,46,0.36,95,0.74,488,3.78,85,0.66,882,6.84,1,0.01,66,0.51,2,0.02,519,4.02,16,0.12,-,-,15,0.43,-,-,-,-,2,0.18,-,-
Nara,-,-,1,,4,0.12,15,0.44,58,1.71,15,0.44,194,5.71,-,-,10,0.29,-,-,54,1.59,3,0.09,1,0.11,-,-,-,-,1,0.17,-,-,-,-
Wakayama,-,-,1,,7,0.23,11,0.35,68,2.19,21,0.68,138,4.45,-,-,25,0.81,1,0.03,113,3.65,2,0.06,-,-,2,0.5,-,-,-,-,3,0.27,-,-
Tottori,2,0.07,1,,6,0.32,33,1.74,53,2.79,14,0.74,190,10,1,0.05,8,0.42,-,-,25,1.32,1,0.05,-,-,-,-,-,-,-,-,-,-,-,-
Shimane,1,0.03,3,,4,0.17,23,1,112,4.87,19,0.83,96,4.17,-,-,7,0.3,-,-,21,0.91,2,0.09,-,-,-,-,-,-,2,0.25,3,0.38,-,-
Okayama,-,-,3,,12,0.22,26,0.48,219,4.06,38,0.7,414,7.67,3,0.06,24,0.44,-,-,264,4.89,8,0.15,-,-,5,0.42,-,-,1,0.2,-,-,-,-
Hiroshima,-,-,20,,73,1.01,70,0.97,230,3.19,31,0.43,822,11.42,1,0.01,39,0.54,-,-,93,1.29,19,0.26,-,-,19,1,-,-,3,0.14,3,0.14,-,-
Yamaguchi,-,-,25,,20,0.43,56,1.19,161,3.43,33,0.7,590,12.55,1,0.02,27,0.57,-,-,172,3.66,6,0.13,-,-,1,0.11,-,-,1,0.11,1,0.11,-,-
Tokushima,-,-,2,,10,0.43,22,0.96,135,5.87,11,0.48,113,4.91,-,-,25,1.09,-,-,102,4.43,3,0.13,-,-,-,-,-,-,-,-,-,-,-,-
Kagawa,-,-,-,,6,0.2,22,0.73,137,4.57,27,0.9,263,8.77,4,0.13,34,1.13,-,-,101,3.37,6,0.2,-,-,2,0.67,-,-,-,-,-,-,-,-
Ehime,-,-,5,,10,0.27,16,0.43,219,5.92,22,0.59,158,4.27,1,0.03,32,0.86,2,0.05,25,0.68,7,0.19,-,-,8,1,-,-,2,0.33,1,0.17,-,-
Kochi,-,-,-,,5,0.17,7,0.23,56,1.87,44,1.47,170,5.67,1,0.03,18,0.6,1,0.03,176,5.87,19,0.63,-,-,-,-,1,0.13,-,-,2,0.25,2,0.25
Fukuoka,1,0.01,82,,120,1,119,0.99,554,4.62,104,0.87,1008,8.4,2,0.02,68,0.57,-,-,253,2.11,91,0.76,-,-,26,1,-,-,2,0.15,-,-,-,-
Saga,-,-,-,,51,2.22,20,0.87,27,1.17,18,0.78,159,6.91,-,-,15,0.65,-,-,64,2.78,21,0.91,-,-,5,1.25,-,-,2,0.33,3,0.5,-,-
Nagasaki,6,0.09,-,,14,0.32,41,0.93,96,2.18,30,0.68,409,9.3,-,-,18,0.41,-,-,34,0.77,21,0.48,-,-,3,0.38,-,-,-,-,8,0.67,-,-
Kumamoto,9,0.11,6,,37,0.74,34,0.68,253,5.06,47,0.94,426,8.52,1,0.02,49,0.98,-,-,184,3.68,8,0.16,-,-,16,1.78,-,-,2,0.13,3,0.2,-,-
Oita,2,0.03,5,,19,0.53,69,1.92,269,7.47,31,0.86,455,12.64,-,-,37,1.03,-,-,105,2.92,28,0.78,-,-,1,0.2,-,-,-,-,5,0.45,-,-
Miyazaki,6,0.1,10,,36,1,46,1.28,211,5.86,22,0.61,220,6.11,1,0.03,53,1.47,-,-,101,2.81,8,0.22,-,-,12,2,-,-,1,0.14,-,-,-,-
Kagoshima,2,0.02,25,,69,1.25,56,1.02,271,4.93,42,0.76,449,8.16,3,0.05,24,0.44,-,-,150,2.73,16,0.29,-,-,7,1,1,0.08,-,-,-,-,-,-
Okinawa,158,2.72,70,,30,0.88,19,0.56,58,1.71,26,0.76,52,1.53,1,0.03,9,0.26,3,0.09,26,0.76,4,0.12,-,-,49,4.9,-,-,1,0.14,7,1,-,-
