"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15th week, 2013",,,,,,"Data collected as of April 17, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
Tochigi,26,0.34,1,,1,0.02,65,1.35,234,4.88,30,0.63,2,0.04,2,0.04,25,0.52,-,-,1,0.02,14,0.29,-,-,4,0.33,-,-,-,-,1,0.14,5,0.71
Gunma,89,0.91,3,,32,0.53,81,1.35,459,7.65,40,0.67,5,0.08,2,0.03,28,0.47,1,0.02,4,0.07,22,0.37,-,-,14,1,-,-,-,-,7,0.88,-,-
Saitama,165,0.67,20,,53,0.33,309,1.94,1210,7.61,182,1.14,32,0.2,18,0.11,99,0.62,3,0.02,8,0.05,41,0.26,-,-,22,0.52,-,-,-,-,14,1.4,1,0.1
Chiba,149,0.73,9,,60,0.46,279,2.13,766,5.85,143,1.09,2,0.02,3,0.02,65,0.5,-,-,5,0.04,35,0.27,-,-,22,0.67,1,0.11,1,0.11,2,0.22,-,-
Tokyo,233,0.56,28,,68,0.26,556,2.14,1985,7.63,204,0.78,29,0.11,31,0.12,194,0.75,1,0,9,0.03,56,0.22,-,-,14,0.37,-,-,2,0.08,8,0.32,-,-
Kanagawa,251,0.77,25,,54,0.27,326,1.62,1175,5.85,211,1.05,12,0.06,16,0.08,141,0.7,2,0.01,3,0.01,58,0.29,1,0.02,56,1.3,1,0.13,-,-,3,0.38,-,-
Niigata,212,2.23,5,,14,0.23,211,3.52,512,8.53,52,0.87,35,0.58,13,0.22,21,0.35,1,0.02,-,-,5,0.08,-,-,3,0.3,-,-,-,-,4,0.31,3,0.23
Toyama,158,3.29,6,,10,0.34,116,4,270,9.31,31,1.07,5,0.17,21,0.72,11,0.38,-,-,4,0.14,2,0.07,-,-,1,0.14,-,-,-,-,8,1.6,-,-
Ishikawa,359,7.48,10,,7,0.24,130,4.48,227,7.83,39,1.34,5,0.17,-,-,13,0.45,-,-,1,0.03,5,0.17,-,-,2,0.29,-,-,-,-,6,1.2,-,-
Fukui,103,3.22,7,,3,0.14,59,2.68,211,9.59,33,1.5,-,-,1,0.05,15,0.68,-,-,-,-,28,1.27,1,0.33,-,-,-,-,-,-,2,0.33,-,-
Yamanashi,109,2.73,1,,5,0.21,33,1.38,170,7.08,26,1.08,8,0.33,-,-,9,0.38,-,-,1,0.04,2,0.08,-,-,4,0.44,-,-,-,-,1,0.1,-,-
Nagano,186,2.14,4,,4,0.07,98,1.81,558,10.33,41,0.76,5,0.09,-,-,18,0.33,-,-,-,-,3,0.06,-,-,-,-,-,-,-,-,3,0.27,-,-
Gifu,492,5.66,3,,13,0.25,29,0.55,253,4.77,41,0.77,4,0.08,-,-,26,0.49,-,-,1,0.02,12,0.23,-,-,1,0.09,-,-,-,-,4,0.8,-,-
Shizuoka,310,2.23,24,,23,0.26,96,1.08,462,5.19,81,0.91,24,0.27,1,0.01,51,0.57,-,-,2,0.02,16,0.18,-,-,34,1.55,-,-,-,-,9,0.9,-,-
Aichi,576,2.95,41,,35,0.19,145,0.8,903,4.99,119,0.66,13,0.07,13,0.07,87,0.48,3,0.02,2,0.01,37,0.2,-,-,8,0.24,-,-,-,-,6,0.46,-,-
Mie,271,3.76,5,,10,0.22,43,0.96,400,8.89,36,0.8,7,0.16,1,0.02,32,0.71,-,-,-,-,18,0.4,1,0.08,3,0.25,-,-,2,0.22,5,0.56,-,-
Shiga,146,2.75,1,,7,0.22,42,1.31,234,7.31,42,1.31,9,0.28,2,0.06,13,0.41,-,-,-,-,4,0.13,-,-,2,0.25,-,-,-,-,3,0.43,-,-
Kyoto,251,2.09,7,,5,0.07,78,1.08,290,4.03,60,0.83,-,-,1,0.01,26,0.36,-,-,7,0.1,12,0.17,-,-,12,0.67,-,-,-,-,-,-,-,-
Osaka,550,1.79,49,,36,0.18,290,1.45,1623,8.12,171,0.86,35,0.18,13,0.07,91,0.46,3,0.02,7,0.04,35,0.18,1,0.02,17,0.33,2,0.12,-,-,8,0.47,-,-
Hyogo,379,1.9,14,,32,0.25,143,1.11,1178,9.13,145,1.12,5,0.04,4,0.03,75,0.58,1,0.01,1,0.01,18,0.14,-,-,11,0.31,1,0.09,-,-,4,0.36,-,-
Nara,80,1.45,11,,14,0.4,29,0.83,182,5.2,42,1.2,5,0.14,-,-,13,0.37,-,-,2,0.06,1,0.03,-,-,4,0.44,-,-,2,0.33,-,-,-,-
Wakayama,80,1.6,7,,4,0.13,19,0.61,89,2.87,44,1.42,-,-,-,-,15,0.48,-,-,1,0.03,1,0.03,1,0.25,-,-,1,0.09,1,0.09,6,0.55,-,-
Tottori,91,3.14,2,,1,0.05,86,4.53,117,6.16,26,1.37,9,0.47,-,-,15,0.79,-,-,1,0.05,1,0.05,-,-,-,-,-,-,-,-,1,0.2,-,-
Shimane,182,4.79,6,,4,0.17,28,1.22,307,13.35,43,1.87,58,2.52,-,-,13,0.57,-,-,1,0.04,-,-,-,-,-,-,-,-,-,-,2,0.25,-,-
Okayama,183,2.15,4,,6,0.11,53,0.96,530,9.64,54,0.98,2,0.04,7,0.13,26,0.47,2,0.04,2,0.04,7,0.13,-,-,4,0.33,1,0.2,-,-,1,0.2,-,-
Hiroshima,311,2.7,44,,35,0.49,88,1.22,583,8.1,60,0.83,19,0.26,1,0.01,42,0.58,1,0.01,2,0.03,14,0.19,-,-,13,0.68,-,-,-,-,6,0.29,-,-
Yamaguchi,310,4.63,18,,9,0.2,117,2.54,385,8.37,96,2.09,3,0.07,1,0.02,36,0.78,-,-,6,0.13,1,0.02,-,-,-,-,-,-,-,-,-,-,-,-
Tokushima,78,2.05,1,,9,0.39,26,1.13,167,7.26,22,0.96,-,-,-,-,17,0.74,-,-,-,-,5,0.22,1,0.25,-,-,-,-,-,-,-,-,-,-
Kagawa,40,0.82,-,,4,0.13,40,1.33,147,4.9,25,0.83,1,0.03,-,-,17,0.57,-,-,-,-,10,0.33,-,-,4,1.33,-,-,-,-,-,-,-,-
Ehime,119,1.95,25,,3,0.08,41,1.11,340,9.19,66,1.78,1,0.03,3,0.08,31,0.84,-,-,-,-,8,0.22,-,-,15,1.88,-,-,-,-,1,0.17,-,-
Kochi,62,1.29,1,,-,-,17,0.57,214,7.13,34,1.13,-,-,2,0.07,10,0.33,3,0.1,1,0.03,10,0.33,-,-,1,0.33,-,-,-,-,7,0.88,-,-
Fukuoka,529,2.67,52,,100,0.83,223,1.86,1161,9.68,219,1.83,228,1.9,3,0.03,77,0.64,3,0.03,24,0.2,72,0.6,1,0.04,14,0.54,1,0.07,2,0.13,-,-,-,-
Saga,87,2.23,5,,14,0.61,26,1.13,183,7.96,33,1.43,24,1.04,-,-,20,0.87,-,-,3,0.13,16,0.7,-,-,1,0.25,-,-,-,-,5,0.83,-,-
Nagasaki,258,3.69,6,,9,0.2,46,1.05,212,4.82,39,0.89,12,0.27,2,0.05,28,0.64,-,-,30,0.68,16,0.36,4,0.5,3,0.38,-,-,-,-,8,0.67,-,-
Kumamoto,282,3.53,6,,15,0.3,80,1.6,433,8.66,78,1.56,25,0.5,-,-,34,0.68,1,0.02,7,0.14,4,0.08,-,-,8,0.89,-,-,-,-,5,0.33,-,-
Oita,144,2.48,10,,19,0.53,27,0.75,525,14.58,81,2.25,12,0.33,1,0.03,18,0.5,2,0.06,1,0.03,12,0.33,1,0.2,2,0.4,-,-,1,0.09,11,1,-,-
Miyazaki,241,4.08,13,,39,1.08,52,1.44,325,9.03,90,2.5,2,0.06,1,0.03,34,0.94,-,-,1,0.03,13,0.36,-,-,10,1.67,-,-,-,-,1,0.14,1,0.14
Kagoshima,271,2.91,24,,23,0.42,67,1.22,382,6.95,99,1.8,12,0.22,5,0.09,39,0.71,1,0.02,2,0.04,19,0.35,-,-,6,0.86,-,-,-,-,1,0.08,-,-
Okinawa,166,2.86,39,,2,0.06,19,0.56,95,2.79,65,1.91,168,4.94,5,0.15,14,0.41,1,0.03,8,0.24,5,0.15,-,-,10,1,-,-,-,-,5,0.71,-,-
