"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10th week, 2013",,,,,,"Data collected as of March 13, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
Tochigi,376,5.01,2,,4,0.09,91,1.94,371,7.89,70,1.49,9,0.19,1,0.02,23,0.49,-,-,-,-,8,0.17,-,-,8,0.67,-,-,-,-,8,1.14,4,0.57
Gunma,402,4.1,19,,3,0.05,90,1.5,748,12.47,65,1.08,11,0.18,1,0.02,27,0.45,-,-,2,0.03,16,0.27,-,-,10,0.71,-,-,1,0.13,4,0.5,-,-
Saitama,1152,4.7,19,,34,0.22,451,2.87,2248,14.32,174,1.11,13,0.08,7,0.04,90,0.57,-,-,3,0.02,40,0.25,2,0.05,13,0.31,-,-,-,-,17,1.89,-,-
Chiba,1154,5.5,20,,37,0.28,511,3.87,1430,10.83,141,1.07,3,0.02,11,0.08,48,0.36,-,-,1,0.01,31,0.23,1,0.03,19,0.59,1,0.11,1,0.11,4,0.44,2,0.22
Tokyo,1471,3.54,34,,75,0.29,720,2.74,3098,11.78,199,0.76,19,0.07,24,0.09,158,0.6,3,0.01,5,0.02,68,0.26,-,-,8,0.22,1,0.05,1,0.05,7,0.32,-,-
Kanagawa,1751,5.32,37,,38,0.19,469,2.29,2035,9.93,206,1,17,0.08,8,0.04,111,0.54,2,0.01,2,0.01,50,0.24,-,-,40,0.93,-,-,-,-,3,0.38,-,-
Niigata,667,7.02,8,,21,0.35,265,4.42,492,8.2,75,1.25,56,0.93,12,0.2,29,0.48,4,0.07,4,0.07,3,0.05,2,0.2,13,1.3,-,-,-,-,4,0.31,1,0.08
Toyama,625,13.02,2,,20,0.69,143,4.93,256,8.83,29,1,2,0.07,12,0.41,15,0.52,-,-,-,-,2,0.07,-,-,-,-,-,-,-,-,3,0.6,-,-
Ishikawa,859,17.9,5,,11,0.38,238,8.21,233,8.03,50,1.72,26,0.9,-,-,13,0.45,-,-,-,-,7,0.24,-,-,-,-,-,-,-,-,3,0.6,-,-
Fukui,684,21.38,3,,16,0.73,97,4.41,385,17.5,34,1.55,-,-,-,-,10,0.45,3,0.14,-,-,25,1.14,-,-,-,-,-,-,-,-,1,0.17,-,-
Yamanashi,382,9.55,1,,4,0.17,37,1.54,175,7.29,12,0.5,1,0.04,1,0.04,4,0.17,-,-,-,-,1,0.04,-,-,2,0.22,-,-,-,-,2,0.2,-,-
Nagano,1269,14.59,23,,4,0.07,164,3.04,664,12.3,40,0.74,3,0.06,5,0.09,27,0.5,-,-,-,-,1,0.02,1,0.09,4,0.36,-,-,-,-,5,0.45,-,-
Gifu,1737,19.97,7,,20,0.38,87,1.64,500,9.43,44,0.83,7,0.13,-,-,16,0.3,1,0.02,-,-,18,0.34,-,-,6,0.55,2,0.4,-,-,3,0.6,-,-
Shizuoka,2129,15.32,44,,31,0.35,120,1.35,816,9.17,69,0.78,23,0.26,3,0.03,51,0.57,1,0.01,2,0.02,21,0.24,-,-,8,0.36,-,-,-,-,8,0.8,3,0.3
Aichi,5317,27.27,54,,40,0.22,196,1.08,2073,11.45,126,0.7,21,0.12,9,0.05,77,0.43,-,-,1,0.01,39,0.22,-,-,9,0.26,3,0.21,-,-,6,0.43,-,-
Mie,1196,16.61,27,,13,0.29,50,1.11,532,11.82,42,0.93,9,0.2,2,0.04,31,0.69,-,-,-,-,20,0.44,-,-,1,0.08,-,-,-,-,2,0.22,-,-
Shiga,907,17.11,8,,2,0.06,57,1.78,275,8.59,48,1.5,12,0.38,5,0.16,11,0.34,-,-,1,0.03,3,0.09,-,-,-,-,-,-,-,-,5,0.71,-,-
Kyoto,1334,11.02,5,,5,0.07,151,2.07,555,7.6,74,1.01,1,0.01,4,0.05,20,0.27,-,-,1,0.01,11,0.15,-,-,3,0.17,-,-,-,-,-,-,-,-
Osaka,2633,8.52,95,,52,0.26,443,2.22,1886,9.43,255,1.28,27,0.14,1,0.01,79,0.4,6,0.03,7,0.04,29,0.15,-,-,12,0.23,-,-,-,-,7,0.41,-,-
Hyogo,2005,10.03,29,,73,0.57,187,1.45,1752,13.58,167,1.29,4,0.03,7,0.05,56,0.43,2,0.02,5,0.04,11,0.09,-,-,15,0.43,-,-,-,-,6,0.55,-,-
Nara,540,9.82,16,,13,0.37,37,1.06,235,6.71,21,0.6,1,0.03,-,-,10,0.29,-,-,-,-,6,0.17,-,-,3,0.33,1,0.17,-,-,1,0.17,-,-
Wakayama,743,14.86,15,,3,0.1,22,0.71,205,6.61,34,1.1,2,0.06,-,-,12,0.39,-,-,-,-,1,0.03,1,0.25,-,-,-,-,-,-,2,0.18,-,-
Tottori,337,11.62,2,,4,0.21,108,5.68,150,7.89,35,1.84,4,0.21,4,0.21,3,0.16,-,-,-,-,3,0.16,-,-,1,0.33,-,-,-,-,-,-,-,-
Shimane,493,12.97,7,,2,0.09,24,1.04,293,12.74,23,1,22,0.96,-,-,14,0.61,-,-,1,0.04,1,0.04,-,-,-,-,-,-,-,-,1,0.13,-,-
Okayama,1001,11.92,10,,10,0.19,51,0.94,538,9.96,45,0.83,6,0.11,-,-,31,0.57,-,-,-,-,3,0.06,2,0.17,5,0.42,1,0.2,-,-,4,0.8,2,0.4
Hiroshima,2376,20.66,52,,28,0.39,116,1.61,641,8.9,76,1.06,14,0.19,5,0.07,29,0.4,3,0.04,-,-,3,0.04,-,-,8,0.42,1,0.05,-,-,1,0.05,-,-
Yamaguchi,1317,19.09,40,,7,0.15,133,2.77,464,9.67,115,2.4,2,0.04,2,0.04,39,0.81,-,-,-,-,10,0.21,-,-,3,0.33,-,-,-,-,7,0.78,-,-
Tokushima,797,20.97,13,,2,0.09,26,1.13,283,12.3,25,1.09,-,-,1,0.04,21,0.91,-,-,-,-,3,0.13,-,-,-,-,1,0.2,-,-,-,-,-,-
Kagawa,557,11.37,5,,9,0.3,26,0.87,291,9.7,30,1,-,-,-,-,14,0.47,-,-,-,-,3,0.1,-,-,2,0.67,-,-,-,-,2,0.4,1,0.2
Ehime,839,13.75,18,,3,0.08,63,1.7,418,11.3,74,2,-,-,2,0.05,19,0.51,3,0.08,-,-,9,0.24,-,-,20,2.5,-,-,-,-,2,0.33,-,-
Kochi,949,19.77,26,,5,0.17,27,0.9,281,9.37,43,1.43,3,0.1,1,0.03,9,0.3,-,-,-,-,-,-,-,-,-,-,1,0.13,-,-,8,1,1,0.13
Fukuoka,2301,11.62,100,,93,0.78,364,3.03,1778,14.82,283,2.36,165,1.38,2,0.02,69,0.58,3,0.03,8,0.07,49,0.41,-,-,7,0.27,1,0.07,1,0.07,3,0.2,2,0.13
Saga,258,6.62,22,,26,1.13,42,1.83,230,10,43,1.87,4,0.17,1,0.04,12,0.52,-,-,1,0.04,7,0.3,-,-,-,-,-,-,-,-,4,0.67,-,-
Nagasaki,792,11.31,6,,19,0.43,66,1.5,439,9.98,84,1.91,3,0.07,1,0.02,27,0.61,1,0.02,21,0.48,32,0.73,3,0.38,2,0.25,-,-,-,-,4,0.33,-,-
Kumamoto,1001,12.51,22,,20,0.4,122,2.44,802,16.04,121,2.42,12,0.24,1,0.02,38,0.76,-,-,1,0.02,10,0.2,-,-,13,1.44,-,-,-,-,1,0.07,-,-
Oita,433,7.47,28,,28,0.78,57,1.58,614,17.06,124,3.44,26,0.72,5,0.14,25,0.69,1,0.03,-,-,20,0.56,-,-,2,0.4,-,-,-,-,8,0.73,-,-
Miyazaki,925,15.68,46,,37,1.03,91,2.53,555,15.42,137,3.81,-,-,5,0.14,33,0.92,-,-,1,0.03,13,0.36,-,-,17,2.83,1,0.14,-,-,1,0.14,-,-
Kagoshima,1961,21.09,69,,24,0.44,77,1.4,679,12.35,131,2.38,3,0.05,3,0.05,26,0.47,-,-,1,0.02,13,0.24,-,-,10,1.43,-,-,1,0.08,10,0.83,-,-
Okinawa,649,11.19,24,,7,0.21,32,0.94,132,3.88,121,3.56,57,1.68,-,-,13,0.38,-,-,1,0.03,13,0.38,6,0.6,28,2.8,-,-,-,-,6,0.86,-,-
