"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"48th week, 2012",,,,,,"Data collected as of December 5, 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
Tochigi,45,0.59,82,,3,0.06,65,1.35,375,7.81,47,0.98,66,1.38,1,0.02,38,0.79,2,0.04,1,0.02,24,0.5,-,-,3,0.25,1,0.14,-,-,16,2.29,1,0.14
Gunma,58,0.59,64,,4,0.07,47,0.78,768,12.8,94,1.57,15,0.25,4,0.07,23,0.38,1,0.02,8,0.13,38,0.63,-,-,12,0.86,-,-,-,-,20,2.5,-,-
Saitama,117,0.48,123,,47,0.3,315,1.99,3492,22.1,266,1.68,119,0.75,7,0.04,107,0.68,1,0.01,1,0.01,60,0.38,-,-,23,0.56,-,-,-,-,21,2.33,-,-
Chiba,134,0.64,60,,22,0.17,348,2.64,2656,20.12,193,1.46,74,0.56,10,0.08,73,0.55,10,0.08,4,0.03,54,0.41,2,0.06,12,0.36,-,-,-,-,9,1,2,0.22
Tokyo,128,0.31,110,,144,0.55,564,2.15,6181,23.59,343,1.31,100,0.38,15,0.06,167,0.64,4,0.02,20,0.08,55,0.21,-,-,23,0.59,-,-,2,0.08,19,0.76,-,-
Kanagawa,89,0.28,107,,68,0.33,377,1.85,4344,21.29,294,1.44,124,0.61,6,0.03,140,0.69,4,0.02,16,0.08,73,0.36,-,-,62,1.38,-,-,1,0.13,5,0.63,-,-
Niigata,25,0.26,259,,27,0.45,163,2.72,832,13.87,194,3.23,35,0.58,2,0.03,42,0.7,2,0.03,4,0.07,9,0.15,-,-,6,0.6,-,-,-,-,5,0.38,4,0.31
Toyama,5,0.1,13,,9,0.31,65,2.24,813,28.03,75,2.59,11,0.38,4,0.14,13,0.45,-,-,3,0.1,5,0.17,-,-,-,-,-,-,-,-,7,1.4,-,-
Ishikawa,-,-,21,,13,0.45,94,3.24,502,17.31,31,1.07,20,0.69,1,0.03,7,0.24,-,-,2,0.07,7,0.24,-,-,1,0.14,-,-,1,0.2,6,1.2,-,-
Fukui,7,0.22,39,,6,0.27,53,2.41,739,33.59,55,2.5,2,0.09,2,0.09,15,0.68,-,-,1,0.05,26,1.18,-,-,1,0.33,-,-,1,0.17,1,0.17,-,-
Yamanashi,11,0.28,9,,3,0.13,40,1.67,324,13.5,43,1.79,7,0.29,-,-,8,0.33,-,-,-,-,5,0.21,-,-,2,0.22,-,-,-,-,3,0.3,3,0.3
Nagano,43,0.49,96,,6,0.11,82,1.49,920,16.73,156,2.84,6,0.11,3,0.05,15,0.27,-,-,1,0.02,-,-,-,-,4,0.36,-,-,-,-,16,1.45,-,-
Gifu,54,0.62,85,,18,0.34,56,1.06,701,13.23,57,1.08,-,-,4,0.08,23,0.43,1,0.02,1,0.02,34,0.64,-,-,1,0.09,-,-,-,-,10,2,-,-
Shizuoka,55,0.4,101,,28,0.31,112,1.26,1666,18.72,98,1.1,-,-,-,-,53,0.6,2,0.02,4,0.04,18,0.2,-,-,10,0.45,-,-,-,-,8,0.8,-,-
Aichi,54,0.28,220,,35,0.19,213,1.18,3590,19.94,221,1.23,8,0.04,8,0.04,97,0.54,4,0.02,1,0.01,75,0.42,-,-,9,0.26,-,-,-,-,28,2,-,-
Mie,5,0.07,51,,22,0.49,30,0.67,942,20.93,47,1.04,5,0.11,4,0.09,38,0.84,-,-,-,-,44,0.98,-,-,-,-,-,-,1,0.11,6,0.67,-,-
Shiga,9,0.17,63,,5,0.16,50,1.56,457,14.28,37,1.16,-,-,1,0.03,14,0.44,-,-,-,-,4,0.13,-,-,2,0.25,-,-,-,-,13,1.86,-,-
Kyoto,15,0.13,66,,10,0.14,76,1.06,1155,16.04,120,1.67,-,-,-,-,24,0.33,1,0.01,7,0.1,3,0.04,-,-,18,1,-,-,-,-,1,0.17,-,-
Osaka,44,0.14,312,,55,0.28,340,1.71,3017,15.16,278,1.4,32,0.16,8,0.04,110,0.55,6,0.03,5,0.03,45,0.23,1,0.02,15,0.29,1,0.06,1,0.06,9,0.53,-,-
Hyogo,16,0.08,187,,33,0.26,139,1.08,1950,15.12,252,1.95,1,0.01,2,0.02,52,0.4,1,0.01,1,0.01,15,0.12,-,-,11,0.31,1,0.09,-,-,11,1,2,0.18
Nara,9,0.16,31,,10,0.29,22,0.63,529,15.11,26,0.74,2,0.06,-,-,9,0.26,-,-,-,-,2,0.06,1,0.11,3,0.33,-,-,-,-,4,0.67,-,-
Wakayama,-,-,35,,1,0.03,30,0.97,329,10.61,55,1.77,6,0.19,1,0.03,15,0.48,-,-,2,0.06,2,0.06,-,-,1,0.25,1,0.09,-,-,8,0.73,-,-
Tottori,3,0.1,26,,3,0.16,40,2.11,203,10.68,40,2.11,-,-,-,-,11,0.58,1,0.05,4,0.21,2,0.11,-,-,-,-,-,-,1,0.2,7,1.4,-,-
Shimane,7,0.18,49,,2,0.09,10,0.43,340,14.78,61,2.65,1,0.04,1,0.04,16,0.7,-,-,4,0.17,3,0.13,-,-,-,-,1,0.13,1,0.13,7,0.88,-,-
Okayama,6,0.07,47,,8,0.15,32,0.6,1038,19.58,61,1.15,13,0.25,5,0.09,17,0.32,-,-,-,-,10,0.19,-,-,2,0.17,-,-,-,-,6,1.2,2,0.4
Hiroshima,52,0.45,93,,49,0.68,144,2,978,13.58,159,2.21,3,0.04,4,0.06,41,0.57,3,0.04,5,0.07,19,0.26,1,0.05,12,0.63,1,0.05,-,-,-,-,-,-
Yamaguchi,3,0.04,72,,27,0.56,201,4.19,886,18.46,123,2.56,3,0.06,5,0.1,36,0.75,-,-,6,0.13,13,0.27,-,-,2,0.22,-,-,-,-,7,0.78,-,-
Tokushima,7,0.18,69,,5,0.22,48,2.09,341,14.83,41,1.78,-,-,-,-,16,0.7,-,-,-,-,1,0.04,-,-,-,-,-,-,-,-,1,0.2,-,-
Kagawa,1,0.02,105,,5,0.17,13,0.43,587,19.57,34,1.13,13,0.43,3,0.1,16,0.53,-,-,13,0.43,4,0.13,-,-,1,0.33,-,-,-,-,2,0.4,-,-
Ehime,1,0.02,98,,7,0.19,85,2.3,962,26,79,2.14,3,0.08,6,0.16,18,0.49,-,-,4,0.11,13,0.35,-,-,9,1.13,-,-,-,-,6,1,-,-
Kochi,6,0.13,26,,2,0.07,24,0.8,297,9.9,57,1.9,1,0.03,4,0.13,15,0.5,2,0.07,2,0.07,2,0.07,-,-,-,-,-,-,1,0.13,6,0.75,-,-
Fukuoka,49,0.25,60,,87,0.73,268,2.23,2315,19.29,255,2.13,40,0.33,1,0.01,87,0.73,3,0.03,8,0.07,91,0.76,-,-,14,0.54,1,0.07,-,-,8,0.53,-,-
Saga,167,4.28,15,,20,0.87,22,0.96,360,15.65,45,1.96,1,0.04,-,-,15,0.65,-,-,2,0.09,9,0.39,-,-,5,1.25,-,-,-,-,5,0.83,-,-
Nagasaki,5,0.07,75,,30,0.68,86,1.95,776,17.64,121,2.75,17,0.39,3,0.07,19,0.43,-,-,1,0.02,20,0.45,-,-,8,1,-,-,-,-,5,0.42,-,-
Kumamoto,2,0.03,38,,35,0.73,61,1.27,1197,24.94,84,1.75,33,0.69,-,-,36,0.75,-,-,7,0.15,11,0.23,-,-,13,1.44,-,-,1,0.07,6,0.4,-,-
Oita,24,0.41,42,,17,0.47,76,2.11,1032,28.67,71,1.97,16,0.44,2,0.06,31,0.86,-,-,-,-,54,1.5,-,-,1,0.2,-,-,-,-,15,1.36,-,-
Miyazaki,2,0.03,13,,43,1.19,105,2.92,1250,34.72,129,3.58,40,1.11,1,0.03,32,0.89,-,-,3,0.08,20,0.56,-,-,27,4.5,-,-,-,-,3,0.43,-,-
Kagoshima,2,0.02,15,,31,0.56,72,1.31,2058,37.42,154,2.8,61,1.11,2,0.04,26,0.47,1,0.02,8,0.15,20,0.36,-,-,16,2.29,-,-,-,-,6,0.5,-,-
Okinawa,128,2.21,7,,6,0.18,23,0.68,152,4.47,44,1.29,9,0.26,2,0.06,8,0.24,1,0.03,4,0.12,8,0.24,-,-,29,2.9,-,-,2,0.29,7,1,-,-
