"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28th week, 2018",,,,,,"Data collected as of July 18, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Tochigi,2,0.03,20,0.42,18,0.38,94,1.96,86,1.79,14,0.29,32,0.67,19,0.4,25,0.52,131,2.73,11,0.23,-,-,6,0.5,-,-,1,0.14,3,0.43,-,-,-,-
Gunma,1,0.01,9,0.17,15,0.28,113,2.09,303,5.61,3,0.06,264,4.89,6,0.11,25,0.46,93,1.72,5,0.09,2,0.13,13,0.87,-,-,1,0.11,2,0.22,-,-,1,0.11
Saitama,9,0.04,66,0.41,153,0.95,626,3.89,1078,6.7,60,0.37,252,1.57,77,0.48,96,0.6,530,3.29,44,0.27,2,0.05,55,1.34,-,-,1,0.09,1,0.09,-,-,-,-
Chiba,14,0.07,65,0.49,171,1.3,383,2.9,480,3.64,39,0.3,145,1.1,56,0.42,63,0.48,468,3.55,32,0.24,2,0.06,26,0.81,-,-,1,0.11,1,0.11,-,-,-,-
Tokyo,22,0.05,151,0.59,154,0.6,631,2.45,1396,5.41,79,0.31,333,1.29,265,1.03,167,0.65,817,3.17,38,0.15,1,0.03,20,0.53,1,0.04,-,-,4,0.16,-,-,-,-
Kanagawa,7,0.02,133,0.64,127,0.61,433,2.08,1022,4.91,77,0.37,195,0.94,338,1.63,131,0.63,367,1.76,42,0.2,1,0.02,112,2.33,-,-,-,-,2,0.2,-,-,-,-
Niigata,-,-,98,1.72,101,1.77,113,1.98,194,3.4,11,0.19,59,1.04,19,0.33,25,0.44,489,8.58,8,0.14,-,-,8,0.8,3,0.23,-,-,2,0.15,1,0.08,-,-
Toyama,6,0.13,12,0.41,14,0.48,43,1.48,161,5.55,1,0.03,5,0.17,6,0.21,19,0.66,12,0.41,2,0.07,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-
Ishikawa,2,0.04,17,0.59,12,0.41,74,2.55,142,4.9,3,0.1,21,0.72,7,0.24,18,0.62,22,0.76,8,0.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fukui,-,-,5,0.23,23,1.05,60,2.73,109,4.95,11,0.5,26,1.18,-,-,7,0.32,23,1.05,11,0.5,-,-,-,-,1,0.17,-,-,-,-,-,-,-,-
Yamanashi,2,0.05,3,0.13,17,0.71,28,1.17,94,3.92,3,0.13,32,1.33,5,0.21,5,0.21,39,1.63,2,0.08,2,0.22,11,1.22,-,-,-,-,1,0.1,-,-,-,-
Nagano,-,-,5,0.09,23,0.43,152,2.81,246,4.56,10,0.19,25,0.46,7,0.13,26,0.48,178,3.3,5,0.09,-,-,3,0.27,1,0.09,-,-,2,0.18,-,-,-,-
Gifu,2,0.02,29,0.56,20,0.38,66,1.27,122,2.35,5,0.1,9,0.17,1,0.02,15,0.29,55,1.06,5,0.1,-,-,2,0.18,-,-,-,-,1,0.2,-,-,-,-
Shizuoka,-,-,45,0.51,41,0.46,171,1.92,416,4.67,9,0.1,145,1.63,23,0.26,48,0.54,665,7.47,31,0.35,-,-,9,0.41,1,0.1,2,0.2,-,-,-,-,-,-
Aichi,5,0.03,70,0.38,69,0.38,277,1.52,761,4.18,33,0.18,217,1.19,26,0.14,84,0.46,589,3.24,22,0.12,-,-,19,0.54,-,-,-,-,6,0.4,-,-,-,-
Mie,-,-,41,0.91,22,0.49,87,1.93,181,4.02,9,0.2,55,1.22,3,0.07,23,0.51,195,4.33,4,0.09,-,-,1,0.08,-,-,1,0.11,-,-,-,-,-,-
Shiga,2,0.04,2,0.06,20,0.63,39,1.22,169,5.28,8,0.25,116,3.63,4,0.13,14,0.44,94,2.94,7,0.22,-,-,7,0.88,-,-,-,-,-,-,-,-,-,-
Kyoto,7,0.06,19,0.25,32,0.42,125,1.62,305,3.96,10,0.13,139,1.81,7,0.09,32,0.42,110,1.43,2,0.03,-,-,7,0.39,-,-,-,-,2,0.29,-,-,-,-
Osaka,6,0.02,183,0.92,159,0.8,524,2.63,920,4.62,88,0.44,280,1.41,33,0.17,110,0.55,310,1.56,39,0.2,-,-,23,0.44,-,-,1,0.06,2,0.12,-,-,1,0.06
Hyogo,1,0.01,64,0.5,63,0.49,171,1.34,681,5.32,37,0.29,132,1.03,9,0.07,57,0.45,209,1.63,20,0.16,-,-,17,0.49,1,0.08,-,-,3,0.23,-,-,-,-
Nara,-,-,10,0.29,10,0.29,57,1.68,124,3.65,12,0.35,52,1.53,11,0.32,21,0.62,80,2.35,3,0.09,-,-,5,0.5,-,-,-,-,-,-,-,-,-,-
Wakayama,1,0.02,19,0.63,13,0.43,37,1.23,103,3.43,7,0.23,13,0.43,8,0.27,10,0.33,44,1.47,5,0.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tottori,10,0.34,2,0.11,11,0.58,90,4.74,173,9.11,1,0.05,8,0.42,-,-,13,0.68,30,1.58,2,0.11,-,-,1,0.2,-,-,3,0.6,-,-,-,-,-,-
Shimane,5,0.13,12,0.52,13,0.57,48,2.09,99,4.3,1,0.04,26,1.13,1,0.04,13,0.57,26,1.13,5,0.22,-,-,1,0.33,-,-,3,0.38,-,-,-,-,-,-
Okayama,-,-,11,0.2,21,0.39,68,1.26,343,6.35,14,0.26,40,0.74,18,0.33,24,0.44,44,0.81,7,0.13,1,0.08,5,0.42,-,-,-,-,1,0.2,-,-,-,-
Hiroshima,-,-,48,0.68,48,0.68,103,1.45,261,3.68,17,0.24,149,2.1,-,-,26,0.37,168,2.37,15,0.21,-,-,17,0.89,-,-,1,0.05,4,0.19,-,-,-,-
Yamaguchi,9,0.13,63,1.34,21,0.45,150,3.19,177,3.77,9,0.19,317,6.74,1,0.02,29,0.62,151,3.21,5,0.11,-,-,1,0.11,-,-,1,0.11,-,-,-,-,-,-
Tokushima,-,-,45,1.96,12,0.52,26,1.13,128,5.57,4,0.17,194,8.43,3,0.13,14,0.61,76,3.3,4,0.17,-,-,1,0.25,-,-,-,-,1,0.14,-,-,-,-
Kagawa,-,-,16,0.57,10,0.36,40,1.43,161,5.75,5,0.18,17,0.61,-,-,29,1.04,76,2.71,6,0.21,-,-,1,0.2,-,-,-,-,-,-,-,-,-,-
Ehime,-,-,29,0.78,15,0.41,98,2.65,259,7,10,0.27,158,4.27,-,-,31,0.84,98,2.65,8,0.22,-,-,27,3.38,-,-,-,-,-,-,-,-,-,-
Kochi,-,-,1,0.03,21,0.7,39,1.3,88,2.93,2,0.07,61,2.03,8,0.27,11,0.37,4,0.13,4,0.13,-,-,3,1,-,-,-,-,1,0.13,-,-,-,-
Fukuoka,3,0.02,205,1.71,94,0.78,323,2.69,614,5.12,41,0.34,763,6.36,2,0.02,80,0.67,253,2.11,53,0.44,1,0.04,55,2.12,-,-,-,-,3,0.2,-,-,-,-
Saga,5,0.13,28,1.22,17,0.74,25,1.09,39,1.7,5,0.22,98,4.26,1,0.04,8,0.35,204,8.87,3,0.13,-,-,3,0.75,-,-,2,0.33,-,-,-,-,-,-
Nagasaki,2,0.03,48,1.09,14,0.32,86,1.95,115,2.61,8,0.18,111,2.52,2,0.05,28,0.64,102,2.32,7,0.16,-,-,5,0.63,2,0.17,3,0.25,2,0.17,-,-,2,0.17
Kumamoto,1,0.01,25,0.5,10,0.2,61,1.22,337,6.74,3,0.06,337,6.74,3,0.06,36,0.72,65,1.3,2,0.04,-,-,19,2.11,-,-,-,-,1,0.07,-,-,-,-
Oita,2,0.03,31,0.86,9,0.25,36,1,328,9.11,32,0.89,373,10.36,-,-,23,0.64,54,1.5,12,0.33,-,-,4,0.8,-,-,-,-,1,0.09,-,-,-,-
Miyazaki,10,0.17,44,1.26,28,0.8,79,2.26,219,6.26,9,0.26,341,9.74,-,-,38,1.09,42,1.2,16,0.46,-,-,20,3.33,-,-,-,-,-,-,-,-,-,-
Kagoshima,28,0.3,50,0.93,66,1.22,152,2.81,429,7.94,10,0.19,284,5.26,5,0.09,28,0.52,17,0.31,30,0.56,-,-,5,0.71,-,-,1,0.08,-,-,-,-,-,-
Okinawa,128,2.37,145,4.53,37,1.16,45,1.41,109,3.41,10,0.31,77,2.41,-,-,19,0.59,13,0.41,4,0.13,-,-,46,5.11,2,0.29,1,0.14,-,-,-,-,-,-
