"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27th week, 2018",,,,,,"Data collected as of July 11, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),
Ehime,3,0.05,6,0.16,15,0.41,99,2.68,252,6.81,10,0.27,69,1.86,5,0.14,27,0.73,72,1.95,4,0.11,-,-,12,1.5,-,-,-,-,2,0.33,-,-,-,-
Kochi,-,-,1,0.03,9,0.3,29,0.97,91,3.03,8,0.27,46,1.53,4,0.13,11,0.37,3,0.1,5,0.17,-,-,1,0.33,-,-,-,-,3,0.38,-,-,1,0.13
Fukuoka,4,0.02,121,1.01,74,0.62,342,2.85,791,6.59,54,0.45,765,6.38,5,0.04,81,0.68,169,1.41,63,0.53,-,-,44,1.69,1,0.07,-,-,3,0.2,-,-,-,-
Saga,15,0.38,12,0.52,23,1,33,1.43,44,1.91,7,0.3,79,3.43,1,0.04,16,0.7,186,8.09,6,0.26,-,-,6,1.5,-,-,-,-,-,-,-,-,-,-
Nagasaki,-,-,30,0.68,18,0.41,107,2.43,134,3.05,2,0.05,123,2.8,3,0.07,28,0.64,61,1.39,3,0.07,-,-,6,0.75,2,0.17,-,-,3,0.25,-,-,-,-
Kumamoto,3,0.04,16,0.32,13,0.26,84,1.68,369,7.38,9,0.18,317,6.34,1,0.02,42,0.84,44,0.88,10,0.2,-,-,19,2.11,-,-,-,-,3,0.2,-,-,-,-
Oita,2,0.03,22,0.61,5,0.14,58,1.61,346,9.61,31,0.86,368,10.22,-,-,24,0.67,30,0.83,22,0.61,-,-,3,0.6,-,-,-,-,-,-,-,-,-,-
Miyazaki,14,0.24,17,0.49,20,0.57,77,2.2,268,7.66,20,0.57,338,9.66,2,0.06,39,1.11,24,0.69,35,1,-,-,14,2.33,-,-,-,-,-,-,-,-,-,-
Kagoshima,38,0.41,17,0.31,46,0.85,179,3.31,358,6.63,6,0.11,337,6.24,1,0.02,31,0.57,19,0.35,32,0.59,-,-,3,0.43,-,-,-,-,-,-,-,-,-,-
Okinawa,125,2.19,149,4.38,47,1.38,55,1.62,132,3.88,12,0.35,40,1.18,1,0.03,16,0.47,5,0.15,3,0.09,-,-,20,2.22,1,0.14,-,-,1,0.14,-,-,-,-
