"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36th week, 2013",,,,,,"Data collected as of September 11, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
Nagano,-,-,6,,9,0.17,69,1.28,174,3.22,14,0.26,475,8.8,-,-,34,0.63,1,0.02,153,2.83,2,0.04,-,-,2,0.18,-,-,-,-,7,0.64,-,-
Gifu,3,0.03,41,,17,0.32,17,0.32,100,1.89,25,0.47,218,4.11,2,0.04,28,0.53,-,-,28,0.53,13,0.25,-,-,4,0.36,-,-,-,-,4,0.8,-,-
Shizuoka,1,0.01,30,,42,0.47,54,0.61,288,3.24,35,0.39,488,5.48,2,0.02,62,0.7,2,0.02,119,1.34,8,0.09,-,-,22,1,-,-,2,0.2,1,0.1,-,-
Aichi,-,-,86,,60,0.33,91,0.5,513,2.83,88,0.49,574,3.17,5,0.03,99,0.55,3,0.02,169,0.93,38,0.21,-,-,10,0.29,2,0.15,-,-,8,0.62,-,-
Mie,-,-,18,,13,0.29,12,0.27,140,3.11,26,0.58,226,5.02,-,-,23,0.51,-,-,96,2.13,2,0.04,-,-,3,0.25,-,-,-,-,3,0.33,-,-
Shiga,-,-,1,,10,0.31,12,0.38,89,2.78,19,0.59,201,6.28,-,-,12,0.38,-,-,28,0.88,2,0.06,-,-,2,0.25,-,-,-,-,3,0.43,-,-
Kyoto,1,0.01,26,,14,0.19,25,0.34,150,2.05,42,0.58,312,4.27,-,-,31,0.42,1,0.01,40,0.55,10,0.14,-,-,15,0.83,-,-,-,-,-,-,-,-
Osaka,4,0.01,208,,52,0.26,177,0.89,653,3.28,103,0.52,433,2.18,1,0.01,138,0.69,2,0.01,161,0.81,19,0.1,-,-,37,0.71,-,-,-,-,3,0.18,-,-
Hyogo,2,0.01,51,,61,0.47,39,0.3,472,3.66,59,0.46,338,2.62,2,0.02,86,0.67,1,0.01,134,1.04,20,0.16,-,-,40,1.14,-,-,-,-,2,0.18,1,0.09
Nara,-,-,3,,3,0.09,5,0.15,73,2.15,9,0.26,88,2.59,1,0.03,7,0.21,-,-,24,0.71,2,0.06,-,-,5,0.56,-,-,1,0.17,1,0.17,-,-
Wakayama,-,-,20,,11,0.37,3,0.1,57,1.9,11,0.37,90,3,1,0.03,15,0.5,-,-,34,1.13,-,-,-,-,5,1.25,-,-,-,-,2,0.18,-,-
Tottori,-,-,5,,13,0.68,25,1.32,66,3.47,15,0.79,47,2.47,-,-,11,0.58,5,0.26,17,0.89,2,0.11,-,-,-,-,-,-,2,0.4,2,0.4,-,-
Shimane,-,-,48,,32,1.39,10,0.43,131,5.7,7,0.3,104,4.52,1,0.04,23,1,-,-,13,0.57,1,0.04,-,-,2,0.67,-,-,4,0.5,4,0.5,1,0.13
Okayama,-,-,11,,16,0.3,16,0.3,251,4.65,23,0.43,139,2.57,2,0.04,20,0.37,1,0.02,30,0.56,5,0.09,-,-,16,1.33,-,-,-,-,1,0.2,-,-
Hiroshima,-,-,74,,103,1.43,78,1.08,270,3.75,50,0.69,87,1.21,1,0.01,36,0.5,1,0.01,37,0.51,12,0.17,-,-,14,0.74,-,-,3,0.14,2,0.1,-,-
Yamaguchi,1,0.01,112,,24,0.51,68,1.45,180,3.83,23,0.49,64,1.36,-,-,32,0.68,-,-,19,0.4,6,0.13,-,-,10,1.11,-,-,1,0.11,-,-,-,-
Tokushima,2,0.05,19,,2,0.09,16,0.73,92,4.18,11,0.5,83,3.77,-,-,30,1.36,-,-,16,0.73,-,-,-,-,2,0.5,-,-,-,-,-,-,-,-
Kagawa,-,-,20,,8,0.27,11,0.37,95,3.17,13,0.43,66,2.2,-,-,11,0.37,-,-,32,1.07,2,0.07,-,-,3,1,-,-,-,-,-,-,-,-
Ehime,6,0.1,58,,8,0.22,23,0.62,154,4.16,6,0.16,187,5.05,1,0.03,28,0.76,1,0.03,33,0.89,11,0.3,-,-,20,2.5,-,-,1,0.17,1,0.17,-,-
Kochi,-,-,12,,16,0.53,12,0.4,36,1.2,17,0.57,152,5.07,-,-,11,0.37,-,-,31,1.03,28,0.93,-,-,-,-,-,-,-,-,1,0.13,1,0.13
Fukuoka,-,-,316,,125,1.04,151,1.26,568,4.73,147,1.23,170,1.42,2,0.02,97,0.81,3,0.03,29,0.24,66,0.55,-,-,16,0.62,-,-,3,0.23,1,0.08,-,-
Saga,-,-,67,,60,2.61,18,0.78,32,1.39,12,0.52,15,0.65,-,-,10,0.43,-,-,5,0.22,7,0.3,-,-,1,0.25,-,-,1,0.17,3,0.5,-,-
Nagasaki,-,-,46,,116,2.64,35,0.8,150,3.41,29,0.66,80,1.82,1,0.02,20,0.45,-,-,3,0.07,14,0.32,-,-,13,1.63,1,0.08,1,0.08,2,0.17,-,-
Kumamoto,-,-,91,,79,1.58,40,0.8,320,6.4,27,0.54,63,1.26,1,0.02,48,0.96,-,-,38,0.76,1,0.02,-,-,20,2.22,-,-,5,0.33,-,-,-,-
Oita,-,-,9,,108,3,31,0.86,310,8.61,19,0.53,59,1.64,-,-,35,0.97,1,0.03,47,1.31,13,0.36,-,-,4,0.8,-,-,-,-,2,0.18,-,-
Miyazaki,-,-,101,,75,2.08,34,0.94,202,5.61,49,1.36,121,3.36,2,0.06,39,1.08,1,0.03,37,1.03,7,0.19,-,-,25,4.17,-,-,1,0.14,-,-,-,-
Kagoshima,1,0.01,112,,65,1.18,44,0.8,231,4.2,25,0.45,171,3.11,-,-,26,0.47,-,-,43,0.78,10,0.18,-,-,7,1,-,-,1,0.08,1,0.08,-,-
Okinawa,42,0.72,18,,45,1.32,16,0.47,85,2.5,20,0.59,37,1.09,-,-,15,0.44,1,0.03,9,0.26,8,0.24,1,0.1,51,5.1,1,0.14,1,0.14,7,1,-,-
