"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21th week, 2013",,,,,,"Data collected as of May 29, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
Shimane,45,1.18,1,,6,0.26,33,1.43,202,8.78,41,1.78,56,2.43,-,-,15,0.65,-,-,2,0.09,1,0.04,-,-,-,-,-,-,1,0.13,2,0.25,-,-
Okayama,78,0.93,-,,21,0.39,61,1.13,446,8.26,86,1.59,17,0.31,1,0.02,29,0.54,-,-,15,0.28,15,0.28,-,-,6,0.5,-,-,-,-,1,0.2,-,-
Hiroshima,44,0.38,25,,80,1.11,156,2.17,618,8.58,80,1.11,80,1.11,1,0.01,40,0.56,-,-,6,0.08,43,0.6,1,0.05,21,1.11,1,0.05,-,-,2,0.1,-,-
Yamaguchi,64,0.94,9,,33,0.7,112,2.38,328,6.98,88,1.87,35,0.74,2,0.04,47,1,1,0.02,28,0.6,13,0.28,-,-,6,0.67,-,-,-,-,1,0.11,-,-
Tokushima,4,0.11,3,,19,0.83,26,1.13,175,7.61,29,1.26,1,0.04,2,0.09,21,0.91,-,-,5,0.22,7,0.3,-,-,2,0.5,-,-,1,0.2,-,-,-,-
Kagawa,9,0.18,2,,20,0.67,38,1.27,215,7.17,41,1.37,10,0.33,-,-,33,1.1,-,-,2,0.07,7,0.23,-,-,5,1.67,-,-,-,-,-,-,-,-
Ehime,110,1.8,6,,12,0.32,37,1,410,11.08,93,2.51,10,0.27,1,0.03,26,0.7,-,-,1,0.03,9,0.24,-,-,11,1.38,-,-,-,-,2,0.33,-,-
Kochi,7,0.15,-,,4,0.13,19,0.63,182,6.07,39,1.3,4,0.13,-,-,21,0.7,1,0.03,1,0.03,8,0.27,-,-,-,-,-,-,-,-,2,0.25,-,-
Fukuoka,441,2.23,28,,155,1.29,383,3.19,784,6.53,307,2.56,440,3.67,3,0.03,124,1.03,3,0.03,39,0.33,68,0.57,-,-,25,0.96,-,-,-,-,-,-,-,-
Saga,102,2.62,2,,61,2.65,42,1.83,84,3.65,22,0.96,55,2.39,2,0.09,22,0.96,-,-,21,0.91,18,0.78,-,-,-,-,-,-,-,-,11,1.83,-,-
Nagasaki,133,1.9,2,,19,0.43,47,1.07,237,5.39,71,1.61,41,0.93,3,0.07,31,0.7,-,-,12,0.27,16,0.36,6,0.75,9,1.13,-,-,1,0.08,6,0.5,-,-
Kumamoto,180,2.25,-,,36,0.72,120,2.4,423,8.46,114,2.28,119,2.38,3,0.06,57,1.14,-,-,25,0.5,7,0.14,-,-,10,1.11,1,0.07,1,0.07,3,0.2,-,-
Oita,99,1.71,4,,29,0.81,75,2.08,510,14.17,47,1.31,42,1.17,1,0.03,36,1,1,0.03,5,0.14,16,0.44,-,-,7,1.4,-,-,-,-,7,0.64,-,-
Miyazaki,225,3.81,13,,53,1.47,87,2.42,321,8.92,120,3.33,12,0.33,1,0.03,47,1.31,-,-,5,0.14,12,0.33,-,-,7,1.17,-,-,-,-,-,-,-,-
Kagoshima,159,1.71,17,,85,1.55,77,1.4,413,7.51,114,2.07,42,0.76,2,0.04,31,0.56,1,0.02,13,0.24,12,0.22,-,-,-,-,-,-,1,0.08,4,0.33,-,-
Okinawa,269,4.64,48,,13,0.38,13,0.38,122,3.59,59,1.74,99,2.91,1,0.03,13,0.38,2,0.06,11,0.32,7,0.21,-,-,13,1.3,-,-,1,0.14,7,1,-,-
