"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"45th week, 2012",,,,,,"Data collected as of November 14, 2012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
Shimane,3,0.08,73,,4,0.17,20,0.87,177,7.7,14,0.61,-,-,1,0.04,7,0.3,-,-,7,0.3,1,0.04,-,-,1,0.33,2,0.25,-,-,6,0.75,-,-
Okayama,7,0.08,64,,4,0.07,41,0.76,520,9.63,61,1.13,15,0.28,3,0.06,29,0.54,1,0.02,4,0.07,11,0.2,-,-,11,0.92,-,-,-,-,6,1.2,-,-
Hiroshima,3,0.03,92,,26,0.36,87,1.21,363,5.04,97,1.35,1,0.01,3,0.04,29,0.4,10,0.14,2,0.03,21,0.29,-,-,8,0.42,-,-,-,-,5,0.24,-,-
Yamaguchi,3,0.04,87,,9,0.19,171,3.56,395,8.23,72,1.5,6,0.13,1,0.02,50,1.04,-,-,16,0.33,6,0.13,-,-,7,0.78,1,0.11,-,-,13,1.44,-,-
Tokushima,-,-,33,,1,0.04,39,1.7,171,7.43,48,2.09,-,-,2,0.09,25,1.09,-,-,2,0.09,2,0.09,-,-,1,0.25,-,-,-,-,5,1,-,-
Kagawa,1,0.02,81,,2,0.07,22,0.73,247,8.23,23,0.77,15,0.5,3,0.1,20,0.67,1,0.03,33,1.1,6,0.2,-,-,-,-,-,-,-,-,1,0.2,-,-
Ehime,5,0.08,73,,4,0.11,67,1.81,427,11.54,47,1.27,12,0.32,3,0.08,29,0.78,-,-,16,0.43,18,0.49,-,-,5,0.63,-,-,-,-,7,1.17,-,-
Kochi,3,0.06,15,,1,0.03,17,0.57,100,3.33,48,1.6,1,0.03,6,0.2,10,0.33,3,0.1,5,0.17,5,0.17,-,-,1,0.33,-,-,-,-,6,0.75,-,-
Fukuoka,32,0.16,113,,51,0.43,207,1.73,2107,17.56,152,1.27,45,0.38,3,0.03,100,0.83,5,0.04,6,0.05,71,0.59,-,-,11,0.42,2,0.13,2,0.13,1,0.07,-,-
Saga,44,1.13,31,,44,1.91,49,2.13,273,11.87,70,3.04,5,0.22,-,-,29,1.26,-,-,1,0.04,29,1.26,-,-,-,-,-,-,-,-,3,0.5,-,-
Nagasaki,1,0.01,76,,17,0.39,54,1.23,303,6.89,45,1.02,19,0.43,1,0.02,27,0.61,3,0.07,-,-,40,0.91,-,-,10,1.25,-,-,1,0.08,3,0.25,-,-
Kumamoto,2,0.03,48,,37,0.77,49,1.02,742,15.46,61,1.27,29,0.6,2,0.04,39,0.81,-,-,3,0.06,13,0.27,-,-,15,1.67,-,-,1,0.07,6,0.4,-,-
Oita,-,-,36,,12,0.33,86,2.39,465,12.92,41,1.14,16,0.44,2,0.06,41,1.14,1,0.03,6,0.17,68,1.89,-,-,2,0.4,-,-,-,-,13,1.18,-,-
Miyazaki,1,0.02,22,,56,1.56,93,2.58,738,20.5,72,2,89,2.47,-,-,37,1.03,-,-,5,0.14,20,0.56,-,-,27,4.5,-,-,2,0.29,-,-,-,-
Kagoshima,1,0.01,11,,27,0.49,54,0.98,592,10.76,74,1.35,111,2.02,1,0.02,31,0.56,-,-,10,0.18,36,0.65,-,-,15,2.14,-,-,-,-,6,0.5,-,-
Okinawa,128,2.21,2,,4,0.12,16,0.47,165,4.85,31,0.91,37,1.09,-,-,10,0.29,-,-,3,0.09,11,0.32,-,-,24,2.4,1,0.14,1,0.14,10,1.43,-,-
