"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25th week, 2013",,,,,,"Data collected as of June 26, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Pertussis,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),
Ishikawa,-,-,4,,35,1.21,87,3,117,4.03,42,1.45,19,0.66,-,-,23,0.79,-,-,7,0.24,10,0.34,-,-,3,0.43,-,-,-,-,9,1.8,-,-
Fukui,5,0.16,2,,13,0.59,66,3,152,6.91,23,1.05,28,1.27,-,-,10,0.45,-,-,14,0.64,42,1.91,-,-,3,1,-,-,1,0.17,2,0.33,-,-
Yamanashi,3,0.08,-,,3,0.13,59,2.46,96,4,9,0.38,63,2.63,2,0.08,14,0.58,-,-,4,0.17,6,0.25,-,-,1,0.11,-,-,-,-,2,0.2,-,-
Nagano,2,0.02,-,,9,0.17,144,2.67,285,5.28,76,1.41,21,0.39,2,0.04,27,0.5,-,-,12,0.22,4,0.07,-,-,6,0.55,-,-,-,-,13,1.18,-,-
Gifu,55,0.63,2,,42,0.79,57,1.08,153,2.89,35,0.66,54,1.02,1,0.02,27,0.51,-,-,20,0.38,24,0.45,-,-,5,0.45,-,-,-,-,4,0.8,-,-
Shizuoka,25,0.18,11,,83,0.93,123,1.38,369,4.15,47,0.53,121,1.36,4,0.04,65,0.73,2,0.02,17,0.19,20,0.22,-,-,5,0.23,1,0.1,-,-,8,0.8,-,-
Aichi,16,0.08,17,,98,0.54,206,1.14,773,4.27,162,0.9,141,0.78,9,0.05,119,0.66,1,0.01,40,0.22,59,0.33,-,-,8,0.24,-,-,-,-,12,0.92,1,0.08
Mie,11,0.15,-,,21,0.47,42,0.93,190,4.22,25,0.56,176,3.91,2,0.04,32,0.71,-,-,23,0.51,9,0.2,-,-,2,0.17,-,-,-,-,-,-,-,-
Shiga,-,-,-,,33,1.03,32,1,100,3.13,46,1.44,49,1.53,-,-,14,0.44,1,0.03,44,1.38,5,0.16,-,-,-,-,-,-,-,-,2,0.29,-,-
Kyoto,3,0.02,-,,17,0.23,95,1.27,320,4.27,82,1.09,64,0.85,-,-,40,0.53,-,-,47,0.63,9,0.12,-,-,7,0.41,-,-,-,-,-,-,-,-
Osaka,19,0.06,18,,131,0.66,439,2.21,1026,5.16,180,0.9,370,1.86,13,0.07,123,0.62,1,0.01,216,1.09,43,0.22,-,-,13,0.25,1,0.06,1,0.06,4,0.24,-,-
Hyogo,8,0.04,4,,84,0.65,118,0.91,754,5.84,152,1.18,165,1.28,3,0.02,83,0.64,1,0.01,94,0.73,32,0.25,-,-,31,0.89,-,-,-,-,5,0.45,-,-
Nara,5,0.09,3,,18,0.51,20,0.57,95,2.71,18,0.51,47,1.34,-,-,15,0.43,-,-,16,0.46,3,0.09,-,-,3,0.33,-,-,2,0.33,1,0.17,-,-
Wakayama,-,-,-,,6,0.2,15,0.5,73,2.43,30,1,18,0.6,-,-,18,0.6,-,-,9,0.3,5,0.17,-,-,1,0.25,-,-,-,-,5,0.45,-,-
Tottori,9,0.31,-,,6,0.32,54,2.84,115,6.05,15,0.79,108,5.68,2,0.11,10,0.53,-,-,19,1,2,0.11,-,-,-,-,-,-,-,-,1,0.2,-,-
Shimane,3,0.08,1,,10,0.43,18,0.78,148,6.43,38,1.65,75,3.26,-,-,16,0.7,-,-,8,0.35,2,0.09,-,-,1,0.33,-,-,-,-,3,0.38,-,-
Okayama,8,0.1,2,,9,0.17,59,1.09,255,4.72,67,1.24,84,1.56,2,0.04,36,0.67,1,0.02,85,1.57,18,0.33,-,-,1,0.08,-,-,-,-,4,0.8,-,-
Hiroshima,-,-,4,,101,1.42,116,1.63,306,4.31,59,0.83,332,4.68,-,-,43,0.61,1,0.01,39,0.55,24,0.34,1,0.05,19,1,-,-,1,0.05,-,-,-,-
Yamaguchi,3,0.04,2,,26,0.55,119,2.53,191,4.06,64,1.36,268,5.7,1,0.02,47,1,-,-,84,1.79,3,0.06,-,-,1,0.11,-,-,-,-,1,0.11,-,-
Tokushima,-,-,3,,8,0.35,34,1.48,89,3.87,20,0.87,12,0.52,-,-,17,0.74,-,-,42,1.83,6,0.26,-,-,1,0.25,-,-,-,-,-,-,-,-
Kagawa,-,-,-,,8,0.27,36,1.2,149,4.97,28,0.93,20,0.67,-,-,19,0.63,-,-,11,0.37,6,0.2,-,-,1,0.33,-,-,-,-,-,-,-,-
Ehime,8,0.13,5,,8,0.22,60,1.62,215,5.81,61,1.65,21,0.57,-,-,23,0.62,-,-,10,0.27,16,0.43,-,-,13,1.63,-,-,-,-,1,0.17,-,-
Kochi,-,-,-,,2,0.07,10,0.33,106,3.53,42,1.4,5,0.17,-,-,16,0.53,1,0.03,18,0.6,8,0.27,-,-,-,-,-,-,-,-,6,0.75,-,-
Fukuoka,30,0.15,14,,144,1.2,279,2.33,621,5.18,209,1.74,847,7.06,10,0.08,103,0.86,1,0.01,166,1.38,91,0.76,-,-,25,0.96,-,-,1,0.08,2,0.15,-,-
Saga,4,0.1,-,,67,2.91,30,1.3,52,2.26,19,0.83,224,9.74,-,-,21,0.91,-,-,48,2.09,22,0.96,-,-,1,0.25,-,-,-,-,1,0.17,-,-
Nagasaki,28,0.4,2,,25,0.57,60,1.36,129,2.93,32,0.73,207,4.7,4,0.09,32,0.73,-,-,26,0.59,29,0.66,4,0.5,3,0.38,-,-,-,-,4,0.33,-,-
Kumamoto,36,0.45,5,,37,0.74,82,1.64,268,5.36,68,1.36,403,8.06,3,0.06,63,1.26,-,-,132,2.64,8,0.16,1,0.11,9,1,-,-,1,0.07,3,0.2,-,-
Oita,19,0.33,2,,39,1.08,58,1.61,337,9.36,80,2.22,304,8.44,2,0.06,42,1.17,2,0.06,36,1,11,0.31,1,0.2,1,0.2,-,-,-,-,3,0.27,-,-
Miyazaki,55,0.93,8,,39,1.08,64,1.78,366,10.17,94,2.61,102,2.83,-,-,31,0.86,-,-,28,0.78,14,0.39,-,-,10,1.67,1,0.14,1,0.14,-,-,-,-
Kagoshima,31,0.33,20,,61,1.11,69,1.25,287,5.22,101,1.84,164,2.98,1,0.02,41,0.75,-,-,67,1.22,16,0.29,-,-,5,0.71,-,-,1,0.08,1,0.08,-,-
Okinawa,241,4.16,59,,26,0.76,8,0.24,91,2.68,29,0.85,40,1.18,5,0.15,16,0.47,1,0.03,5,0.15,13,0.38,1,0.1,18,1.8,-,-,1,0.14,17,2.43,-,-
